LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001,GT_2MM
1,507,563,12,1,1,2,TP3,1,BS57,100,100,100,100,100,100,100,100,100,67,17.20000076,0.300000012,,,,0
1,508,1030,12,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,70,13,1.5,1.399999976,1.100000024,1.100000024,0
1,509,506,12,1,3,2,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5,0.5,0.5,,1
1,509,508,12,1,3,2,BA303,2,BS303,100,100,100,100,100,100,100,100,99,70,7,0.800000012,0.699999988,0.600000024,,1
1,509,563,12,1,1,2,TP3,1,BS57,100,100,100,100,100,100,100,100,100,67,17.20000076,0.300000012,,,,0
1,561,563,12,1,1,2,TP3,1,BS57,100,100,100,100,100,100,100,100,100,67,17.20000076,0.300000012,,,,0
1,563,506,12,1,3,2,BAX02,2,BSX02,100,100,100,100,100,99,99,99,99,77,24,0.5,0.5,0.5,,1
1,564,1030,12,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,70,13,1.5,1.399999976,1.100000024,1.100000024,0
1,566,565,12,1,3,1,BA501,2,BS304,100,100,100,100,100,100,100,99,99,79,21,1.200000048,1.200000048,1.200000048,,1
1,3811,3811,12,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,97,85,57,32,29,27.5,0,3
1,3997,3997,12,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,94,9.399999619,5.5,2,0,0
1,4099,4099,12,1,1,2,TP1,1,BS55,100,100,100,100,99,99,99,99,99,92,65,3.200000048,3,3,,1
1,4154,4154,12,1,1,1,BA*,2,BS**,100,100,100,100,100,99,98,97,94,77,40,10.5,8.5,6,0,6
1,B330,3997,12,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,98,97,95,90,9,5.199999809,2,0,3
1,504,509,13,1,3,2,BA501,2,BS304,100,100,100,99,96,89,85,75,64,51,45,33.90000153,19.39999962,6.699999809,5.5,36
1,507,507,13,1,1,1,BA*,1,BS**,100,100,100,99,97,95,88,79,70,51,43,33.40000153,20.60000038,7.099999905,,30
1,507,509,13,1,3,2,BA306,2,BS303,100,100,100,100,99,98,95,87,78,66,61,50.5,30.20000076,11.89999962,,22
1,507,509,13,1,1,2,BA*,1,BS**,100,100,100,99,96,93,88,77,68,55,49,39.40000153,23.29999924,8,,32
1,509,509,13,1,3,2,BA501,2,BS304,100,100,100,99,96,89,85,75,64,51,45,33.90000153,19.39999962,6.699999809,5.5,36
1,560,509,13,1,1,2,BA*,1,BS**,100,100,100,99,96,93,88,77,68,55,49,39.40000153,23.29999924,8,,32
1,561,507,13,1,1,1,BA*,1,BS**,100,100,100,99,97,95,88,79,70,51,43,33.40000153,20.60000038,7.099999905,,30
1,561,509,13,1,3,2,BA705,2,BS305,100,100,100,99,97,88,85,75,65,52,46,35.29999924,18.70000076,6.5,5.300000191,35
1,564,509,13,1,3,2,BA705,2,BS305,100,100,100,99,97,88,85,75,65,52,46,35.29999924,18.70000076,6.5,5.300000191,35
1,1005,1005,13,1,1,1,BA*,1,BS**,100,100,100,100,99,98,97,93,89,81,68,38.40000153,32,23.89999962,22.79999924,11
1,3011,3011,13,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,99,97,75,47,27.10000038,21,15.19999981,,3
1,3017,3017,13,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,96,94,68,45,33,27.60000038,15.89999962,12.5,6
1,4096,4096,13,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,54,41,30.70000076,28,25.10000038,0,0
1,4118,4118,13,1,1,2,BA*,1,BS**,100,100,100,100,100,99,99,98,96,79,60,42.70000076,35.5,23.20000076,0,4
1,1030,1030,32,1,1,2,TP1,1,BS71,100,100,95,92,87,80,75,64,56,48,40,24.70000076,17.89999962,10.5,7.099999905,44
1,1030,1030,32,1,1,1,BA*,1,BS**,100,100,99,95,91,80,72,60,53,47,39,23.79999924,17.60000038,9.899999619,6.900000095,47
2,3013,3013,32,2,1,2,BA*,1,BS**,100,100,97,97,94,86,81,62,35,18,12,7.099999905,3.900000095,1.600000024,1.200000048,65
1,A451,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51
1,A453,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44
1,A458,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51
1,A459,3010,32,1,1,1,BA*,1,BS**,100,100,98,98,96,91,88,71,49,27,24,17,11.19999981,3.099999905,2.400000095,51
1,A463,3010,32,1,1,2,BA*,1,BS**,100,100,100,99,98,95,92,81,56,35,27,21.89999962,14.10000038,3.599999905,2.5,44
1,B310,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52
1,B330,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52
1,B350,7000,32,1,1,2,TP1,1,BS93,100,91,89,86,84,80,77,67,48,23,15,11.19999981,6.800000191,2.799999952,1.5,52
1,503,502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5
1,503,502,34,1,1,2,BA4,1,BS01,100,100,98,95,93,91,90,87,81,64,36,20.20000076,12.89999962,7.5,,19
1,503,503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8
1,505,502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5
1,506,506,34,1,3,2,BA315,2,BS309,100,100,100,96,90,88,86,82,74,41,18,10.80000019,7.199999809,4.900000095,,26
1,559,503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8
1,859,802,34,1,1,3,B2,1,BS02,100,100,100,99,99,98,98,96,93,67,17,7.099999905,3.599999905,0.800000012,,7
1,1011,1011,34,1,1,2,TP1,1,BS55,100,100,100,100,99,99,98,97,96,73,21,9.100000381,7.699999809,5.800000191,5.800000191,4
1,1031,1031,34,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,92,86,45,14,9.899999619,9.300000191,8.600000381,8.600000381,14
1,501,503,35,1,4,1,BA303,2,BS306,100,100,100,100,100,99,98,94,88,71,61,50.70000076,37.09999847,21.79999924,,12
1,501,506,35,1,4,1,BA502,3,BS302,100,100,100,98,98,96,94,90,84,68,58,48.5,38.79999924,23.5,,16
1,502,502,35,1,4,1,BA506,3,BS309,100,97,97,97,96,93,92,86,83,66,57,46.90000153,34.40000153,20,,17
1,502,508,35,1,4,1,BA505,3,BS308,100,100,99,98,95,88,83,73,62,49,42,32.70000076,20.29999924,11,,38
1,504,504,35,1,4,1,BAX01,3,BSX01,100,100,100,100,100,99,99,96,91,65,51,37.5,25.79999924,15.89999962,,9
1,509,508,35,1,4,1,BA505,3,BS308,100,100,99,98,95,88,83,73,62,49,42,32.70000076,20.29999924,11,,38
1,3010,3010,35,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,99,99,97,72,4.199999809,4.199999809,4.199999809,0,1
1,801,801,36,1,1,2,B1,1,BS01,100,100,100,100,93,92,90,88,86,76,43,21.89999962,5.199999809,4.800000191,,12
1,801,801,36,1,1,3,A3,1,TS05,100,100,100,100,100,100,99,97,95,86,56,28.70000076,14,6.400000095,5.599999905,5
1,859,801,36,1,1,2,B1,1,BS01,100,100,100,100,93,92,90,88,86,76,43,21.89999962,5.199999809,4.800000191,,12
1,859,801,36,1,1,3,A2,1,TS03,100,100,91,87,86,85,83,80,77,72,56,31.60000038,19.89999962,8.699999809,8.399999619,23
1,859,859,36,1,1,3,A8,1,TS15,100,100,100,89,88,84,80,71,55,45,41,32.09999847,19.39999962,8.399999619,7.5,45
1,1644,1644,36,1,1,2,TP1,1,BS55,100,96,94,90,88,85,82,74,56,14,4,2.099999905,1,0,0,44
1,4017,4017,36,1,1,1,BX03,1,BSX03,100,89,86,81,77,72,68,63,57,44,30,19.10000038,12,8,7.5,43
1,A330,1643,36,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,89,71,20,12,9,7.300000191,0.5,0.400000006,29
1,A350,1643,36,1,1,1,BX02,1,BSX02,100,100,100,99,98,96,94,89,77,30,18,13.60000038,10.60000038,1.5,1.5,23
1,A350,1643,36,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,89,71,20,12,9,7.300000191,0.5,0.400000006,29
1,B320,1644,36,1,1,1,BX02,1,BSX02,100,96,94,89,86,83,80,76,71,46,18,8,6.400000095,4,4,29
1,B330,1644,36,1,1,2,TP1,1,BS55,100,96,94,90,88,85,82,74,56,14,4,2.099999905,1,0,0,44
1,B340,1644,36,1,1,1,BX02,1,BSX02,100,96,94,89,86,83,80,76,71,46,18,8,6.400000095,4,4,29
1,B351,1644,36,1,1,1,BX02,1,BSX02,100,96,94,89,86,83,80,76,71,46,18,8,6.400000095,4,4,29
1,B354,1644,36,1,1,1,BX02,1,BSX02,100,96,94,89,86,83,80,76,71,46,18,8,6.400000095,4,4,29
1,1048,1048,48,1,1,2,TP1,1,BS55,100,100,100,97,95,93,91,87,86,83,58,15.80000019,8.5,8.5,0,14
1,5278,5278,48,1,1,1,BA*,1,BS**,100,100,100,97,93,87,81,68,61,50,35,25.39999962,18.5,8.699999809,0,39
1,5284,5284,48,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,90,84,72,43.09999847,30.89999962,15.80000019,,10
1,5310,5310,48,1,1,2,BA*,1,BS**,100,100,100,100,100,99,99,97,90,84,79,44.09999847,28.5,13,,10
1,5310,5310,48,1,1,1,BA*,1,BS**,100,100,100,100,99,99,99,99,94,87,78,50.20000076,31,15.5,,6
1,A340,1094,48,1,1,2,TP1,1,BS55,100,98,94,85,77,70,66,55,49,37,31,27.10000038,22.10000038,12.30000019,0,51
1,E420,4142,48,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,99,95,86,42.90000153,39.59999847,30.60000038,,1
1,1013,1013,26,1,1,1,BX03,2,BSX03,100,100,100,99,98,97,97,95,93,58,9,3.900000095,3.400000095,1.299999952,,7
1,3069,3069,26,1,1,2,TP1,1,BS55,100,100,100,98,96,92,91,83,74,48,9,5.300000191,2.400000095,1.299999952,,26
1,A320,1013,26,1,1,1,BX03,2,BSX03,100,100,100,99,98,97,97,95,93,58,9,3.900000095,3.400000095,1.299999952,,7
1,A340,1013,26,1,1,2,TP1,2,BS55,100,100,100,100,99,97,96,90,83,57,7,4.800000191,5,2.200000048,,17
1,502,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,,6
1,503,506,1,1,1,1,BA1,1,BS01,100,100,100,100,100,98.69999695,98,97.30000305,96.19999695,65.19999695,30.60000038,18.89999962,13.39999962,7.300000191,,3.799999952
1,504,504,1,1,4,2,BA304,2,BS304,100,100,100,100,100,99,97,93,90,63,34,22.20000076,20.10000038,15.60000038,,10
1,505,502,1,1,1,1,TP1,1,BS55,100,100,100,100,98.90000153,97.80000305,97.30000305,95.90000153,94.59999847,65.19999695,31.70000076,20.70000076,17.10000038,10.89999962,,5.400000095
1,506,506,1,1,4,2,BA303,2,BS303,100,100,100,100,99,98,97,94,92,65,36,22.60000038,19.5,13.5,,8
1,506,506,1,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,99.30000305,98.19999695,66,32.79999924,20.60000038,14.39999962,8.5,,1.799999952
1,507,506,1,1,4,2,BA301,2,BS301,100,100,100,100,100,99,98,95,93,66,38,23.70000076,20.79999924,15.30000019,,7
1,507,506,1,1,1,1,BA1,1,BS01,100,100,100,100,100,98.69999695,98,97.30000305,96.19999695,65.19999695,30.60000038,18.89999962,13.39999962,7.300000191,,3.799999952
1,507,508,1,1,1,2,BA4,1,BS04,100,100,100,100,100,97.09999847,95.59999847,93.80000305,91.90000153,68.30000305,33.40000153,23.10000038,19.5,15.39999962,,8.100000381
1,508,506,1,1,4,2,BA303,2,BS303,100,100,100,100,99,98,97,94,92,65,36,22.60000038,19.5,13.5,,8
1,508,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,,6
1,509,502,1,1,1,1,TP1,1,BS55,100,100,100,100,98.90000153,97.80000305,97.30000305,95.90000153,94.59999847,65.19999695,31.70000076,20.70000076,17.10000038,10.89999962,,5.400000095
1,509,508,1,1,1,2,BA4,1,BS04,100,100,100,100,100,97.09999847,95.59999847,93.80000305,91.90000153,68.30000305,33.40000153,23.10000038,19.5,15.39999962,,8.100000381
1,603,606,1,1,3,2,BAX04,2,BSX04,100,100,98,88,83,76,72,64,58,53,50,47.29999924,34.90000153,24.5,,42
1,604,606,1,1,1,3,TP2,2,BS58,100,100,98,91,85,77,72,63,56,49,46,42,34.70000076,23.60000038,,44
1,604,606,1,1,3,1,BA511,2,BS306,100,100,100,97,93,88,85,78,71,61,57,50.79999924,34.09999847,23.39999962,,29
1,3028,3028,1,1,1,2,BA*,1,BS**,100,100,100,98,96,94,91,86,78,66,56,43.70000076,37,28,,22
1,3028,3028,1,1,1,1,BA*,1,BS**,100,99,99,98,96,93,90,85,77,65,56,45.59999847,37.5,28,,23
1,4007,4007,1,1,1,1,BA*,1,BS**,100,100,99,97,95,92,89,84,74,64,57,44.70000076,31,18,0,26
1,4073,4073,1,1,1,2,BA*,1,BS**,100,100,100,98,97,94,91,81,65,51,46,41.59999847,37.5,25,0,35
1,A320,4125,1,1,1,2,BA*,1,BS**,100,100,100,100,98,95,91,86,81,53,36,28.70000076,24,18,0,19
1,A350,4125,1,1,1,1,BA*,1,BS**,100,100,100,100,98,94,89,84,78,56,35,28.29999924,23,15,0,22
1,C350,4155,1,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,95,94,74,40,25.29999924,23.29999924,19.20000076,,6
1,1002,1002,2,1,1,2,TP2,1,BS81,100,94,88,75,69,60,56,44,33,15,10,7.900000095,6,2.099999905,1.600000024,67
1,9035,9035,2,1,1,2,TP1,1,BS91,100,92,86,82,75,67,62,51,40,19,11,7.800000191,6.599999905,2.200000048,1.700000048,60
1,9035,9035,2,1,1,1,TP2,1,BS81,100,94,79,72,63,54,50,41,32,18,12,8.800000191,6.800000191,2.299999952,1.799999952,68
1,114,124,4,1,1,2,B305,1,BS05,100,98,96,94,93,89,86,76,59,33,23,14.60000038,10.60000038,5.400000095,4.099999905,41
1,116,116,4,1,1,2,B310,1,BS10,100,100,100,99,96,87,82,71,60,36,25,16.29999924,8.899999619,3.799999952,3.299999952,40
1,506,506,34,1,3,2,BA314,2,BS308,100,100,95,95,93,90,89,84,77,48,22,13.30000019,9.100000381,5.800000191,,23
1,507,502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5
1,508,503,34,1,1,2,TP2,1,BS56,100,100,100,100,99,99,98,96,92,77,43,33.79999924,17.79999924,8.199999809,,8
1,508,505,34,1,1,2,TP1,1,BS55,100,100,100,100,99,98,97,96,93,74,44,30.10000038,11.10000038,5.699999809,,7
1,509,502,34,1,3,2,BA320,4,BS310,100,100,100,98,98,98,98,97,95,89,52,22.79999924,20,12.5,,5
1,559,560,34,1,1,2,BA1,1,BS03,100,100,99,93,92,89,88,84,76,49,26,18,9.100000381,4.300000191,,24
1,860,802,34,1,1,3,B2,1,BS02,100,100,100,99,99,98,98,96,93,67,17,7.099999905,3.599999905,0.800000012,,7
1,960,1011,34,1,1,2,TP1,1,BS55,100,100,100,100,99,99,98,97,96,73,21,9.100000381,7.699999809,5.800000191,5.800000191,4
1,961,1011,34,1,1,2,TP1,1,BS55,100,100,100,100,99,99,98,97,96,73,21,9.100000381,7.699999809,5.800000191,5.800000191,4
1,962,1011,34,1,1,2,TP1,1,BS55,100,100,100,100,99,99,98,97,96,73,21,9.100000381,7.699999809,5.800000191,5.800000191,4
1,1033,1033,34,1,1,1,BX02,1,BSX02,100,99,98,92,86,75,68,54,43,31,26,23.5,20,11.69999981,10.5,57
1,1002,1002,35,1,1,2,TP1,1,BS55,100,97,94,84,77,68,63,53,45,34,29,23.60000038,15,5.400000095,,55
1,6035,6035,35,1,1,2,TP1,1,BS55,100,100,100,99,98,95,94,90,84,79,73,46.59999847,25,15.80000019,,16
1,6401,6401,35,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,99,99,98,78,41.59999847,26,18.29999924,,1
1,801,801,36,1,4,2,BAX04,1,BSX04,100,100,100,98,93,90,88,83,80,74,55,33.5,9.899999619,5,,20
1,801,859,36,1,1,2,B3,1,BS03,100,100,100,100,100,100,99,96,89,67,20,12,6,5.300000191,,4
1,2001,2001,38,1,1,2,TP1,1,BS55,100,100,100,99,98,97,95,92,88,80,68,51.70000076,37.79999924,19.39999962,,12
1,2001,2001,38,1,1,1,BA1,1,BS01,100,100,100,100,100,98,97,93,89,77,62,45.09999847,38,20.5,,11
1,570,509,6,1,1,2,BA6,1,BS02,100,100,100,100,100,99,98,97,91,60,35,20.39999962,13.39999962,7,,9
1,571,509,6,1,1,2,BA6,1,BS02,100,100,100,100,100,99,98,97,91,60,35,20.39999962,13.39999962,7,,9
1,571,509,6,1,1,2,BA5,1,BS01,100,94,94,93,93,93,93,90,87,59,35,19.70000076,15.30000019,7.900000095,,13
1,571,566,6,1,1,2,TP4,1,BS92,100,100,100,100,100,100,100,99,98,67,34,18.79999924,16.89999962,5.599999905,,2
1,602,660,6,1,3,1,BA261,8,BS261,100,100,98,92,87,80,76,69,60,40,25,10.5,3.200000048,0.899999976,0.699999988,40
1,602,3005,6,1,1,2,BA*,1,BS**,100,92,86,77,70,63,57,47,38,24,19,13.30000019,8.300000191,1.399999976,1.100000024,62
1,604,661,6,1,3,1,BA263,7,BS263,100,97,96,90,85,76,69,55,42,26,19,13.80000019,7,1.5,1.100000024,57.90000153
1,605,606,6,1,3,2,BAX01,6,BSX01,100,96,91,88,86,81,77,66,53,33,24,15.39999962,7.5,2,,47
1,608,663,6,1,3,1,BA266,10,BS266,100,100,100,93,90,79,74,62,47,27,20,14,8,2.099999905,1.399999976,53
1,859,802,37,1,2,2,BAX04,1,BSX04,100,100,100,100,100,99,99,99,98,81,46,22.29999924,16.5,7,,2
1,1030,1030,37,1,1,2,TP1,1,BS**,100,100,100,100,100,100,100,100,100,97,57,3.799999952,1.299999952,0,0,0
1,1802,1802,37,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,97,78,69,63.5,47,27.29999924,24.89999962,4
1,1817,1817,37,1,1,1,BX02,1,BSX02,100,100,100,99,99,98,96,94,91,67,53,41,29.5,12,11.5,9
1,2825,2825,37,1,1,2,TP1,1,BS55,100,100,100,99,98,95,93,90,88,77,56,30.79999924,19,10.60000038,10.60000038,12
1,3008,3008,37,1,1,1,BX01,1,BSX01,100,100,100,98,96,91,88,82,77,67,59,44.40000153,33,12.80000019,11.19999981,23
1,C310,1001,26,1,1,2,TP1,1,BS55,100,100,100,100,100,99,99,98,97,77,17,4.699999809,2.200000048,0.600000024,,3
1,C330,1001,26,1,1,2,TP1,1,BS55,100,100,100,100,100,99,99,98,97,77,17,4.699999809,2.200000048,0.600000024,,3
1,C351,1001,26,1,1,1,BX02,1,BSX02,100,100,100,100,100,99,99,98,97,76,15,3.200000048,2.200000048,0.699999988,,3
1,504,507,27,1,3,2,BAX01,6,BSX01,100,100,100,100,100,100,100,98,96,86,70,53.20000076,39.79999924,24.60000038,20.70000076,3.799999952
1,1019,1019,27,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,98,96,87,52,13.39999962,7.5,3.5,2.700000048,4
1,1028,1028,27,1,1,2,TP1,1,BS55,100,100,100,98,95,93,92,87,80,36,9,4.900000095,3.900000095,2.099999905,,20
1,3013,3013,27,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,98,76,19,5.5,5.400000095,2.599999905,2.400000095,2
1,4050,4050,27,1,1,1,BA1,1,BS01,100,97,97,95,95,92,92,90,86,55,24,9.300000191,4,1.700000048,1.399999976,14
1,5076,5076,27,1,1,1,BX02,1,BSX02,100,100,97,95,95,93,93,90,88,74,54,41.90000153,23.89999962,10.60000038,,12
1,6251,6251,27,1,1,1,BX02,1,BSX02,100,100,100,100,100,100,100,99,97,63,20,6.300000191,5,3.099999905,,3
1,B330,6251,27,1,1,2,TP1,1,BS55,100,100,100,100,100,100,99,99,97,72,18,7.699999809,6.5,3.900000095,,3
1,C340,1028,27,1,1,2,TP1,1,BS55,100,100,100,98,95,93,92,87,80,36,9,4.900000095,3.900000095,2.099999905,,20
1,D340,1019,27,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,98,96,87,52,13.39999962,7.5,3.5,2.700000048,4
1,D350,1019,27,1,1,1,BA1,1,BS01,100,100,100,100,100,99,99,98,96,87,52,13.39999962,7.5,3.5,2.700000048,4
1,805,805,28,1,3,2,BAX03,1,BSX03,100,100,98,92,87,81,77,70,63,50,43,40.90000153,24.5,10.19999981,,37
1,3018,3018,28,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,99,99,98,63,28,24.5,20,0,1
1,5025,5025,28,1,1,2,BA*,1,BS**,100,100,100,99,97,94,91,87,84,58,23,18.39999962,16.5,11.69999981,0,16
1,501,506,29,1,1,1,BAX16,1,BSX16,100,96,86,78,73,67,62,55,49,43,41,39.5,38.59999847,33.5,,51
1,503,506,29,1,1,1,BAX16,1,BSX16,100,96,86,78,73,67,62,55,49,43,41,39.5,38.59999847,33.5,,51
1,503,506,29,1,1,1,A2,1,BS02,100,100,99,97,94,,91,89,85,77,74,70.09999847,51.09999847,26.10000038,23.70000076,0
1,504,506,29,1,1,1,BAX16,1,BSX16,100,96,86,78,73,67,62,55,49,43,41,39.5,38.59999847,33.5,,51
1,505,502,29,1,1,1,BX02,1,BSX02,100,96,92,87,81,74,67,53,44,35,33,30.20000076,31.60000038,26.29999924,,56
2,264,261,55,2,2,1,BAX09,1,BSX09,100,100,100,100,98,89,84,74,64,37,17,10.39999962,6.099999905,2.900000095,2.400000095,36.09999847
1,266,213,55,1,2,2,BA313,1,BS363,100,100,100,100,100,97,94,87,76,53,24,12.80000019,9.5,4,3.200000048,24.5
1,266,216,55,1,2,2,BAX17,1,BSX17,100,100,100,98,97,95,93,89,84,65,35,22.89999962,11.19999981,5.400000095,4.800000191,15.89999962
1,266,218,55,1,1,1,B2,1,BS02,100,100,97,95,92,83,78,67,58,32,14,8.5,4.099999905,1.799999952,,42
2,266,213,55,2,2,2,BAX08,1,BSX08,100,100,100,100,98,88,82,69,54,30,17,11.5,5.699999809,2.700000048,2.299999952,45.59999847
1,806,805,55,1,1,1,B1,1,BS01,100,97,95,94,92,82,77,68,59,36,18,11.60000038,6.800000191,2.799999952,,41
1,3014,3014,55,1,1,1,BX03,1,BSX03,100,100,98,90,84,74,70,60,52,47,30,23.20000076,16.79999924,9.699999809,,48
1,A909,A909,55,1,1,1,TP5,1,BS55,100,100,96,92,90,83,80,69,59,40,30,24.79999924,15,4,3,0
1,B908,B901,55,1,1,2,TP5,1,BS55,100,97,97,94,91,87,84,76,70,56,39,30.60000038,21,8,7,3
1,B908,B902,55,1,1,2,TP4,1,BS55,100,100,98,91,89,83,81,75,69,56,,28.39999962,16,5.800000191,4.400000095,32
1,2020,2020,56,1,1,1,BA*,1,BS**,100,100,97,95,92,82,70,30,24,20,18,13.5,12.39999962,7.300000191,7,76
1,7772,7772,56,1,1,1,BA*,1,BS**,100,100,100,100,97,85,78,55,48,37,33,28.29999924,26.89999962,15.89999962,13.80000019,52
1,A310,1007,56,1,1,2,TP1,1,BS92,100,100,100,99,97,91,87,75,74,71,50,23,17.29999924,11.19999981,10,26
1,A363,1007,56,1,1,2,TP1,1,BS92,100,100,100,99,97,91,87,75,74,71,50,23,17.29999924,11.19999981,10,26
1,B320,7775,56,1,1,1,BA*,1,BS**,100,100,100,100,99,97,95,88,84,71,35,23.29999924,18.89999962,6.099999905,4.300000191,16
1,4122,4122,72,1,1,2,BA**,1,BS**,100,100,97,93,89,83,79,71,63,53,47,40.70000076,34,16.60000038,0,37
1,502,502,81,1,1,1,BA*,1,BS*2,100,98,97,96,94,90,88,68,62,54,46,38.90000153,32.70000076,13.19999981,12.30000019,38
1,502,503,81,1,1,1,TP1,1,BS92,100,100,100,100,99,98,96,89,86,80,69,43.20000076,31.89999962,14.30000019,11.39999962,14
1,503,502,81,1,1,1,BA*,1,BS*2,100,98,97,96,94,90,88,68,62,54,46,38.90000153,32.70000076,13.19999981,12.30000019,38
1,506,502,81,1,1,1,BA*,1,BS*2,100,98,97,96,94,90,88,68,62,54,46,38.90000153,32.70000076,13.19999981,12.30000019,38
1,1011,1011,36,1,1,2,TP1,1,BS55,97,95,93,89,84,77,73,65,60,48,42,26.60000038,33.59999847,13.30000019,8.699999809,41
1,B350,1644,36,1,1,2,TP1,1,BS55,100,96,94,90,88,85,82,74,56,14,4,2.099999905,1,0,0,44
1,B354,1644,36,1,1,2,TP1,1,BS55,100,96,94,90,88,85,82,74,56,14,4,2.099999905,1,0,0,44
1,1024,1024,37,1,1,1,BX02,1,BSX02,100,100,100,100,99,98,97,95,86,70,58,44.40000153,36.29999924,20.20000076,18,14
1,1030,1030,37,1,1,1,BX01,1,BSX01,100,100,100,100,100,100,100,100,100,96,30,5.300000191,4,0,0,0
1,1645,1645,37,1,1,1,BX01,1,BSX01,100,100,100,100,100,100,100,100,100,93,49,6.300000191,3.400000095,1.200000048,1.100000024,0
1,1814,1814,37,1,1,1,BX02,1,BSX02,100,100,100,100,98,94,91,85,80,69,54,40.59999847,30.39999962,12.30000019,9.899999619,20
1,1992,1992,37,1,1,2,BX03,1,BSX03,100,100,100,100,97,95,92,86,78,58,48,39.59999847,37.5,18,17.79999924,22
1,5826,5826,37,1,1,2,BX03,1,BSX03,100,100,100,98,96,93,91,88,85,77,67,47.40000153,33,11.10000038,10.69999981,15
1,567,509,6,1,1,2,BA5,1,BS01,100,94,94,93,93,93,93,90,87,59,35,19.70000076,15.30000019,7.900000095,,13
1,569,505,6,1,1,1,BA3,1,BS01,100,100,100,100,100,99,98,95,90,52,30,17.20000076,8.899999619,3.900000095,,10
1,569,560,6,1,1,1,BA8,1,BS02,100,100,100,100,99,97,95,91,83,54,33,19.79999924,13.60000038,6.300000191,,17
1,569,560,6,1,1,1,BA7,1,BS01,100,100,100,100,99,98,96,92,84,49,28,16.5,13.5,8.100000381,,16
1,569,561,6,1,1,2,TP3,1,BS93,100,100,100,100,100,100,100,99,92,52,28,15.89999962,10.5,5.699999809,,8
1,570,507,6,1,1,2,TP2,1,BS93,100,100,100,100,100,100,100,99,96,64,36,21.79999924,12.60000038,6.199999809,,4
1,570,560,6,1,1,1,BA7,1,BS01,100,100,100,100,99,98,96,92,84,49,28,16.5,13.5,8.100000381,,16
1,570,566,6,1,1,2,TP4,1,BS92,100,100,100,100,100,100,100,99,98,67,34,18.79999924,16.89999962,5.599999905,,2
