LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,TEST_NO,FIELD_SET,LOC_NO,SAMPLE_NO,MR_MATL_TYPE,MAX_DRY_DENSITY,COMP_MOIST_CONT,COMP_DRY_DENSITY,CONSTRUCTION_NO
B350,2,3075,47,2,2,1,TP1,BG55,1,,4.599999905,2218.600098,1
1,2,1,48,2,1,1,BA*,BG**,2,,7.300000191,2063.199951,1
113,1,113,48,1,2,1,B7,BS07,2,1697.900024,13.30000019,1614.800049,1
113,3,114,48,3,1,6,BAX04,BGX04,1,2242.600098,6.099999905,2113.100098,2
113,3,121,48,3,1,6,BAX05,BGX05,1,2210.5,6.099999905,2073.199951,2
114,1,123,48,1,2,1,B9,BS09,2,1752.400024,10.89999962,1667.699951,1
1011,1,1011,45,1,2,1,BA*,BS**,2,,11.19999981,1736.400024,1
1024,2,1024,45,2,1,1,BA*,BG**,1,,7.699999809,2031.099976,1
601,1,602,47,1,3,1,TP1,BS55,2,1919,11.5,1804.5,2
1029,2,1029,47,2,1,1,BA*,BG**,1,,6,2221.800049,1
1029,2,1029,47,2,2,1,TP1,BG55,1,,6.699999809,2116,1
3075,1,3075,47,1,1,1,BA*,BS**,2,,12.10000038,1882.199951,1
3075,2,3075,47,2,2,1,TP1,BG55,1,,4.599999905,2218.600098,1
1006,1,1006,4,1,1,1,BA*,BS**,2,2018.300049,8.800000191,1942.800049,1
1018,1,1018,4,1,2,1,TP1,BS92,2,,18.79999924,1720.199951,2
1024,1,1024,4,1,1,1,BA*,BS**,2,1922.199951,12.10000038,1842.099976,2
6053,1,6053,4,1,1,1,BA*,BS**,2,1970.199951,10,1897.099976,1
6054,1,6054,4,1,2,1,TP1,BS92,2,2034.300049,8.5,1962,1
7079,1,7079,4,1,1,1,TP1,BS92,2,1826.099976,14,1754.5,1
A330,1,1036,4,1,2,1,TP1,BS70,2,,9.300000191,1940.699951,1
A390,1,1036,4,1,2,1,TP1,BS70,2,,9.300000191,1940.699951,1
A430,1,7613,4,1,1,1,BA*,BS**,2,1986.199951,11.5,1840.699951,1
A462,1,7613,4,1,1,1,BA*,BS**,2,1986.199951,11.5,1840.699951,1
B310,1,1021,4,1,2,1,TP1,BS92,2,1922.199951,10.39999962,1839.5,1
B310,1,1021,4,1,1,1,BA*,BS**,2,2034.300049,9.5,1946.800049,1
B350,1,1021,4,1,2,1,TP1,BS92,2,1922.199951,10.39999962,1839.5,1
B901,1,1007,4,1,1,1,BA*,BS**,2,1986.199951,9.600000381,1904.199951,1
B903,1,1007,4,1,1,1,BA*,BS**,2,1986.199951,9.600000381,1904.199951,1
802,2,801,53,2,2,1,B2,BG12,1,2306.699951,6.900000095,2131.699951,1
3013,3,3013,53,3,2,1,BA*,BG**,2,2098.399902,9,2005.599976,1
3014,1,3014,53,1,1,1,BA*,BS**,2,1762,13.39999962,1669,1
3813,3,3813,53,3,2,1,BA*,BG**,2,2002.300049,11.39999962,1918.699951,1
6020,1,6020,53,1,1,1,BA*,BS**,2,1970.199951,9.399999619,1907.800049,1
1640,2,1640,54,2,2,1,TP1,BG55,2,,8.899999619,1962.300049,1
4003,1,4003,54,1,1,1,BA*,BS**,2,,9.300000191,1955.900024,1
115,2,116,55,2,1,1,B8,BG01,1,2242.600098,5.599999905,2146.600098,1
116,2,116,55,2,1,1,B8,BG01,1,2242.600098,5.599999905,2146.600098,1
116,2,122,55,2,2,2,BAX09,BGX09,1,2178.5,5.900000095,2048,1
117,2,122,55,2,2,2,BAX09,BGX09,1,2178.5,5.900000095,2048,1
117,4,113,55,3,2,1,B16,BG09,1,2258.600098,5.5,2212.600098,1
118,2,122,55,2,1,2,BAX07,BGX07,1,2194.5,5.699999809,2053.100098,1
118,4,113,55,3,2,1,B16,BG09,1,2258.600098,5.5,2212.600098,1
119,2,122,55,2,2,2,BAX09,BGX09,1,2178.5,5.900000095,2048,1
119,3,122,55,3,2,2,BAX02,BGX02,1,2242.600098,5,2069.699951,1
122,3,122,55,3,1,2,BAX01,BGX01,1,2226.600098,5.099999905,2064.600098,1
123,1,122,55,1,1,2,BAX13,BSX13,2,2024.699951,9.899999619,1914,1
213,3,265,55,3,2,1,B25,BG12,1,2242.600098,5.599999905,2185.600098,1
209,2,211,10,2,1,7,BA312,BS320,2,2076,6.900000095,1973.800049,1
211,2,211,10,2,1,7,BA312,BS320,2,2076,6.900000095,1973.800049,1
211,3,202,10,3,1,6,BA309,BG309,1,2338.699951,6.099999905,2173.399902,1
212,2,210,10,2,1,5,BA307,BS311,2,1992.699951,8.899999619,1893.099976,4
260,2,212,10,2,1,6,BA302,BS303,2,2035.900024,8.800000191,1937,2
260,3,202,10,3,1,6,BA309,BG309,1,2338.699951,6.099999905,2173.399902,1
102,1,112,12,1,2,1,B3,BS03,2,2005.5,9.199999809,1918.300049,1
106,1,161,12,1,2,1,B6,BS06,2,2013.5,10.30000019,1954.900024,1
107,1,107,12,1,2,1,B1,BS01,2,1954.199951,10.80000019,1879.400024,1
107,2,109,12,2,2,6,BAX02,BGX02,1,2208.899902,6.099999905,2091.199951,1
108,1,101,12,1,1,1,B5,BS05,2,1965.400024,9.100000381,1701,1
112,1,101,12,1,1,1,B5,BS05,2,1965.400024,9.100000381,1701,1
502,3,506,12,3,2,3,BAX06,BGX04,1,2130.5,7,1996.800049,2
503,1,563,12,1,2,1,TP3,BS57,2,1813.199951,9.5,1730.5,1
507,2,506,30,2,2,3,BA262,BG262,1,2244.199951,6.300000191,2098,3
508,1,506,30,1,2,3,BA262,BS262,2,1954.300049,11.30000019,1876.5,3
508,2,504,30,2,2,3,BA268,BG268,1,2268.199951,5.900000095,2132,3
508,2,506,30,2,1,1,B*,BG**,1,2226.600098,6.900000095,2153.800049,1
509,2,508,30,2,2,3,BA272,BG272,1,2276.199951,6.199999809,2142.399902,3
560,2,506,30,2,1,1,B*,BG**,1,2226.600098,6.900000095,2153.800049,1
561,1,504,30,1,2,3,BA268,BS268,2,1986.300049,12,1882.099976,3
3018,1,3018,31,1,2,1,TP*,BS**,2,1906.199951,6.800000191,1816,1
B430,1,3023,31,1,1,1,BA*,BS**,2,1954.300049,4,1865,1
101,3,104,32,3,3,2,BA261,BG281,2,2242.600098,5.800000191,2133.300049,2
101,4,109,32,4,3,2,BA265,BG265,2,2194.5,6,2078.5,2
102,4,109,32,4,3,2,BA265,BG265,2,2194.5,6,2078.5,2
103,1,106,32,1,2,1,B27,BS02,2,1890.199951,13.10000038,1784.5,1
103,3,110,32,3,3,2,BA263,BG283,2,2178.5,7,2066.5,1
104,3,104,32,3,3,2,BA261,BG281,2,2242.600098,5.800000191,2133.300049,2
105,1,109,32,1,2,1,B28,BS03,2,1922.199951,11.89999962,1818,1
106,1,107,32,1,2,1,B29,BS04,2,1874.199951,13.69999981,1777,1
106,3,104,32,3,3,2,BA261,BG281,2,2242.600098,5.800000191,2133.300049,2
106,3,110,32,3,3,2,BA263,BG283,2,2178.5,7,2066.5,1
106,4,102,32,4,2,1,B9,BG23,1,2226.600098,6.099999905,2136.899902,1
107,3,110,32,3,3,2,BA263,BG283,2,2178.5,7,2066.5,1
107,4,109,32,4,3,2,BA265,BG265,2,2194.5,6,2078.5,2
109,4,109,32,4,3,2,BA265,BG265,2,2194.5,6,2078.5,2
110,3,106,32,3,3,2,BA262,BG282,2,2178.5,7.099999905,2066,1
114,1,164,48,1,2,1,B6,BS06,2,1694.699951,12.10000038,1616.400024,1
116,2,121,48,2,1,6,BAX02,BGX02,1,1970.300049,12,1816.800049,2
117,1,117,48,1,2,1,B8,BS08,2,1729.900024,13.39999962,1643,1
117,1,121,48,1,2,1,B4,BS04,2,1717.099976,13.5,1634,1
117,1,162,48,1,2,1,B2,BS02,2,1694.699951,14.5,1606.699951,1
117,3,114,48,3,1,6,BAX04,BGX04,1,2242.600098,6.099999905,2113.100098,2
118,1,121,48,1,2,1,B4,BS04,2,1717.099976,13.5,1634,1
118,1,167,48,1,2,1,B5,BS05,2,1709.099976,13.30000019,1626.900024,1
118,3,119,48,3,2,1,B14,BG14,1,2298.600098,5,2125.899902,1
119,1,119,48,1,2,1,B3,BS03,2,1715.5,14,1633.900024,1
119,3,114,48,3,2,1,B15,BG15,1,2199.300049,6,2077.100098,1
120,2,114,48,2,1,6,BAX01,BGX01,2,1954.300049,10.80000019,1859.199951,2
120,2,120,48,2,1,6,BAX03,BGX03,1,1874.199951,14.10000038,1735.5,3
121,1,162,48,1,2,1,B2,BS02,2,1694.699951,14.5,1606.699951,1
123,1,116,48,1,2,1,B10,BS10,2,1712.300049,14.5,1625.400024,1
124,1,164,48,1,2,1,B6,BS06,2,1694.699951,12.10000038,1616.400024,1
124,2,114,48,2,1,6,BAX01,BGX01,2,1954.300049,10.80000019,1859.199951,2
160,2,114,48,2,1,6,BAX01,BGX01,2,1954.300049,10.80000019,1859.199951,2
161,2,120,48,2,1,6,BAX03,BGX03,1,1874.199951,14.10000038,1735.5,3
163,1,116,48,1,2,1,B10,BS10,2,1712.300049,14.5,1625.400024,1
163,1,123,48,1,2,1,B9,BS09,2,1752.400024,10.89999962,1667.699951,1
163,1,162,48,1,2,1,B2,BS02,2,1694.699951,14.5,1606.699951,1
164,1,123,48,1,2,1,B9,BS09,2,1752.400024,10.89999962,1667.699951,1
165,1,117,48,1,2,1,B8,BS08,2,1729.900024,13.39999962,1643,1
165,2,114,48,2,1,6,BAX01,BGX01,2,1954.300049,10.80000019,1859.199951,2
167,4,167,48,4,2,1,B11,BG11,1,1779.599976,15.39999962,1677.800049,1
1060,3,1060,48,3,1,1,BA*,BG**,1,,8.800000191,1976.699951,1
1094,1,1094,48,1,2,1,TP1,BS55,2,,9.800000191,1814.900024,1
1094,2,1094,48,2,1,1,BA*,BG**,1,,5.800000191,2087.199951,1
1122,1,1122,48,1,1,1,BA*,BS**,2,,8.800000191,1728.400024,1
1122,2,1122,48,2,2,1,TP1,BG56,2,,10.5,1822.900024,1
1122,3,1122,48,3,2,1,TP1,BG55,2,,3.900000095,2125.600098,1
1168,2,1168,48,2,2,1,TP1,BG55,2,,10.30000019,2034.300049,1
D350,2,1016,4,2,1,1,BA*,BG**,2,2098.399902,8,1988.099976,1
215,3,213,5,3,3,1,B6,BG03,1,1938.199951,11.5,1884.300049,1
4021,2,4021,5,2,1,1,BA*,BG**,2,,6.900000095,2007.099976,1
5805,2,5805,5,2,2,1,BA*,BG**,2,,10.30000019,1864.5,1
5805,2,5805,5,2,1,1,BA*,BG**,2,,11.5,1872.599976,1
A410,2,4021,5,2,1,1,BA*,BG**,2,,6.900000095,2007.099976,1
B410,2,4019,5,2,1,1,BA*,BG**,2,,11.39999962,1741.199951,1
201,1,210,6,1,1,1,B10,BS10,2,1826.099976,10.89999962,1709.400024,1
205,1,211,6,1,1,1,B7,BS07,2,1906.199951,8.699999809,1786.400024,1
207,1,206,6,1,1,3,BA264,BS264,2,1818.099976,10.89999962,1721.900024,2
208,1,202,6,1,2,1,B11,BS11,2,1826.099976,10.5,1730.699951,1
211,2,211,6,2,1,1,B13,BG13,1,2226.600098,6.599999905,2149.300049,1
211,2,211,6,2,1,1,B40,BG40,1,2226.600098,6.099999905,2168.699951,1
501,2,564,6,2,2,1,BA9,BG04,1,2130.5,7.199999809,2067.199951,1
501,2,564,6,2,2,1,BA9,BG01,1,2146.5,6.900000095,2096.699951,1
503,2,502,6,2,2,1,TP1,BG92,1,2002.300049,10.10000038,1941.099976,1
3069,1,3069,26,1,2,1,TP*,BS**,2,1874.199951,5.400000095,1920,1
7072,2,7072,26,2,1,1,BA*,BG**,1,2034.300049,4.900000095,1906.099976,1
503,1,1030,12,1,2,1,TP1,BS55,2,,12.39999962,1621.099976,1
504,2,503,12,2,1,3,BAX03,BGX01,2,1867.800049,9,1769.300049,2
504,2,1030,12,2,2,1,TP1,BG56,2,,11.10000038,1752.400024,1
505,2,1030,12,2,2,1,TP1,BG56,2,,11.10000038,1752.400024,1
505,3,504,12,3,1,3,BAX07,BGX05,1,2098.399902,7,1984.099976,2
506,1,563,12,1,2,1,TP3,BS57,2,1813.199951,9.5,1730.5,1
506,1,1030,12,1,2,1,TP1,BS55,2,,12.39999962,1621.099976,1
506,2,1030,12,2,1,1,BA*,BG**,2,,7.300000191,1789.300049,1
506,2,1030,12,2,2,1,TP1,BG56,2,,11.10000038,1752.400024,1
506,3,1030,12,3,1,1,BA*,BG**,1,,9.100000381,1907.800049,1
507,3,506,12,3,2,3,BAX06,BGX04,1,2130.5,7,1996.800049,2
508,3,503,12,3,1,3,BAX08,BGX06,2,2114.399902,7.199999809,2014.5,2
509,3,503,12,3,1,3,BAX08,BGX06,2,2114.399902,7.199999809,2014.5,2
562,2,1030,12,2,1,1,BA*,BG**,2,,7.300000191,1789.300049,1
564,3,506,12,3,2,3,BAX06,BGX04,1,2130.5,7,1996.800049,2
565,3,503,12,3,1,3,BAX08,BGX06,2,2114.399902,7.199999809,2014.5,2
1030,3,1030,12,3,1,1,BA*,BG**,1,,9.100000381,1907.800049,1
1370,2,1370,12,2,2,1,TP1,BG56,2,,7.800000191,1843.699951,1
1370,3,1370,12,3,1,1,BA*,BG**,1,,8.800000191,1978.300049,1
3997,3,3997,12,3,2,1,TP1,BG55,1,,10.19999981,1925.400024,1
4057,2,4057,12,2,1,1,BA*,BG**,2,,6.5,1733.199951,1
4059,1,4059,12,1,2,1,BA*,BS**,2,,15.89999962,1579.400024,1
4099,1,4099,12,1,1,1,BA*,BS**,2,,7.900000095,1749.199951,1
4099,3,4099,12,3,1,1,BA*,BG**,2,,8.300000191,1951,1
4103,2,4103,12,2,2,1,BA*,BG**,1,,8.300000191,1975.099976,1
B410,1,3023,31,1,2,1,TP*,BS**,2,1810.099976,3.599999905,1847.5,1
B430,1,3023,31,1,2,1,TP*,BS**,2,1810.099976,3.599999905,1847.5,1
B430,2,3023,31,2,2,1,TP*,BG**,1,2130.5,6,1907,1
102,3,104,32,3,3,2,BA261,BG281,2,2242.600098,5.800000191,2133.300049,2
105,1,105,32,1,2,1,B31,BS06,2,1858.099976,12.60000038,1770.699951,1
105,3,110,32,3,3,2,BA263,BG283,2,2178.5,7,2066.5,1
108,1,101,32,1,2,1,B26,BS01,2,1970.300049,10,1847.5,1
108,3,106,32,3,3,2,BA262,BG282,2,2178.5,7.099999905,2066,1
109,1,105,32,1,2,1,B31,BS06,2,1858.099976,12.60000038,1770.699951,1
109,4,109,32,4,2,1,B8,BG22,1,2210.5,5.699999809,2065.600098,1
110,1,106,32,1,2,1,B27,BS02,2,1890.199951,13.10000038,1784.5,1
110,1,111,32,1,2,1,B30,BS05,2,1890.199951,13.19999981,1788.400024,1
110,3,104,32,3,3,2,BA261,BG281,2,2242.600098,5.800000191,2133.300049,2
5010,1,5010,39,1,2,1,BA*,BS**,2,2002.300049,11.19999981,1894.099976,2
113,1,117,40,1,2,1,B3,BS03,2,1746,14.5,1665.300049,1
113,3,120,40,3,2,2,B9,BG03,1,2194.5,6.800000191,2134.100098,1
114,1,114,40,1,2,1,B1,BS01,2,1951,11,1861.800049,1
114,1,120,40,1,2,1,B5,BS05,2,1797.199951,13.60000038,1730.800049,1
114,1,122,40,1,2,1,B4,BS04,2,1882.099976,11.69999981,1804.599976,1
115,1,117,40,1,2,1,B3,BS03,2,1746,14.5,1665.300049,1
115,1,122,40,1,2,1,B4,BS04,2,1882.099976,11.69999981,1804.599976,1
115,1,123,40,1,2,1,B6,BS06,2,1882.099976,11.80000019,1811.400024,1
117,1,117,40,1,2,1,B3,BS03,2,1746,14.5,1665.300049,1
117,1,123,40,1,2,1,B6,BS06,2,1882.099976,11.80000019,1811.400024,1
117,3,117,40,3,2,2,B8,BG02,1,2226.600098,5.699999809,2150.600098,1
118,1,114,40,1,2,1,B1,BS01,2,1951,11,1861.800049,1
119,1,114,40,1,2,1,B1,BS01,2,1951,11,1861.800049,1
119,3,117,40,3,2,2,B8,BG02,1,2226.600098,5.699999809,2150.600098,1
1169,1,1169,48,1,2,1,BA*,BS**,2,,11,1760.400024,1
3739,1,3739,48,1,2,1,TP1,BS55,2,,12.19999981,1499.300049,1
3749,3,3749,48,3,2,1,TP1,BG55,1,,14.80000019,1637.099976,1
A320,1,1094,48,1,2,1,TP1,BS55,2,,9.800000191,1814.900024,1
A340,1,1094,48,1,1,1,BA*,BS**,2,,14,1773.199951,1
A807,2,A808,48,2,3,8,BAX03,BGX03,2,2034.300049,9.800000191,1928,1
G310,2,1169,48,2,1,1,BA*,BG**,2,,8,2027.900024,1
G320,1,1169,48,1,2,1,BA*,BS**,2,,11,1760.400024,1
G320,2,1169,48,2,1,1,BA*,BG**,2,,8,2027.900024,1
I320,2,3559,48,2,2,1,BA*,BG**,1,,13.10000038,1810.099976,1
I340,1,3559,48,1,1,1,BA*,BS**,2,,20.39999962,1523.400024,1
J320,2,1122,48,2,1,1,BA*,BG**,2,,10.89999962,1845.300049,1
J340,2,1122,48,2,1,1,BA*,BG**,2,,10.89999962,1845.300049,1
J350,2,1122,48,2,2,1,TP1,BG56,2,,10.5,1822.900024,1
J351,2,1122,48,2,2,1,TP1,BG56,2,,10.5,1822.900024,1
L340,2,3769,48,2,1,1,BA*,BG**,1,,6.599999905,2074.399902,1
L340,2,3769,48,2,2,1,TP1,BG55,1,,6,2140.100098,1
M340,3,3749,48,3,2,1,TP1,BG55,1,,14.80000019,1637.099976,1
9030,2,9030,26,2,1,1,BA*,BG**,1,1746,10.89999962,1627.300049,1
A310,2,1013,26,2,1,1,BA*,BG**,1,1665.900024,15.5,1574.599976,2
A321,3,1013,26,3,2,1,TP*,BG**,1,2194.5,3.900000095,1984.699951,2
C320,1,1001,26,1,7,1,TP*,BS**,2,1698,15.60000038,1614.599976,1
C330,1,1001,26,1,1,1,BA*,BS**,2,1778,13.39999962,1675.099976,1
C330,2,1001,26,2,1,1,BA*,BG**,1,2242.600098,3.599999905,2113.100098,1
503,1,503,27,1,1,3,BAX03,BSX03,2,2098.399902,7.900000095,1994.800049,4
504,2,504,27,2,2,1,BAX05,BGX05,2,2146.5,6.099999905,2038.199951,5
507,2,504,27,2,2,1,BAX05,BGX05,2,2146.5,6.099999905,2038.199951,5
507,2,507,27,2,2,3,BAX04,BGX04,2,2160.899902,6.900000095,2042.5,6
702,1,701,27,1,2,1,TP1,BS01,2,1890.199951,13.30000019,1779.400024,1
111,1,107,32,1,2,1,B29,BS04,2,1874.199951,13.69999981,1777,1
7084,2,7084,32,2,2,1,BA*,BG**,1,1810,25.39999962,1646.800049,1
A320,1,1021,32,1,2,1,TP1,BS93,2,,20.29999924,1510.900024,1
A330,1,1021,32,1,2,1,TP1,BS93,2,,20.29999924,1510.900024,1
A350,1,1021,32,1,1,1,BA*,BS**,2,1794,15,1745.099976,1
A350,2,1021,32,2,1,1,BA*,BG**,2,1697.900024,19.79999924,1607.099976,1
A351,2,1021,32,2,1,1,BA*,BG**,2,1697.900024,19.79999924,1607.099976,1
A454,1,3010,32,1,2,1,BA*,BS**,2,1505.699951,25.29999924,1428.099976,1
A455,1,3010,32,1,2,1,BA*,BS**,2,1505.699951,25.29999924,1428.099976,1
A461,1,3010,32,1,2,1,BA*,BS**,2,1505.699951,25.29999924,1428.099976,1
501,3,502,34,3,1,3,BAX05,BGX05,1,2253.800049,6.300000191,2124.300049,4
503,4,502,34,3,1,3,BAX05,BGX05,1,2253.800049,6.300000191,2124.300049,4
503,4,507,34,3,1,3,BAX01,BGX01,1,2090.399902,6.300000191,1931.599976,2
504,1,505,34,1,2,1,TP1,BS55,2,2056.699951,8.800000191,1960.300049,1
504,2,505,34,2,2,1,TP1,BG55,1,2116,7,2014.900024,1
504,4,508,34,4,1,3,BAX03,BGX03,1,2082.399902,7.599999905,2057.100098,2
506,2,502,34,3,1,3,BAX05,BGX05,1,2253.800049,6.300000191,2124.300049,4
502,2,502,30,2,2,1,B*,BG**,1,2386.800049,5.5,2225.5,1
502,2,504,30,2,2,3,BA268,BG268,1,2268.199951,5.900000095,2132,3
502,2,506,30,2,1,1,B*,BG**,1,2226.600098,6.900000095,2153.800049,1
503,1,7066,30,1,1,1,BA*,BS**,2,1890.099976,11.80000019,1797.800049,1
503,2,506,30,2,2,3,BA262,BG262,1,2244.199951,6.300000191,2098,3
503,2,506,30,2,1,1,B*,BG**,1,2226.600098,6.900000095,2153.800049,1
504,1,7066,30,1,1,1,BA*,BS**,2,1890.099976,11.80000019,1797.800049,1
504,2,502,30,2,2,1,B*,BG**,1,2386.800049,5.5,2225.5,1
504,2,506,30,2,2,3,BA262,BG262,1,2244.199951,6.300000191,2098,3
505,2,506,30,2,2,3,BA262,BG262,1,2244.199951,6.300000191,2098,3
505,2,508,30,2,1,1,TP1,BG92,1,2258.600098,7.099999905,2164.199951,1
507,1,506,30,1,2,3,BA262,BS262,2,1954.300049,11.30000019,1876.5,3
507,2,508,30,2,2,3,BA272,BG272,1,2276.199951,6.199999809,2142.399902,3
560,2,504,30,2,2,3,BA268,BG268,1,2268.199951,5.900000095,2132,3
561,1,506,30,1,2,3,BA262,BS262,2,1954.300049,11.30000019,1876.5,3
1002,2,1002,29,2,1,1,BA*,BG**,1,2242.600098,7.300000191,2074.699951,1
4069,1,4069,29,1,2,1,BA*,BS**,2,1858.099976,13,1805.300049,1
B320,2,1002,29,2,2,1,TP*,BG**,1,2178.5,7.300000191,2056.899902,1
113,1,116,30,1,2,1,B8,BS08,2,1778,14,1684.099976,1
113,2,117,30,2,2,1,B14,BG14,1,2274.600098,5.400000095,2216.800049,1
114,2,113,30,2,2,1,B13,BG13,1,2258.600098,5.5,2176.699951,1
114,2,121,30,2,2,1,B15,BG15,1,2290.600098,5.599999905,2215.699951,1
115,1,116,30,1,2,1,B2,BS02,2,1698,16.89999962,1607.099976,1
117,1,113,30,1,2,1,B7,BS07,2,1617.900024,14,1537.400024,1
117,1,124,30,1,2,1,B10,BS10,2,1649.900024,14,1562.400024,1
117,2,121,30,2,2,1,B15,BG15,1,2290.600098,5.599999905,2215.699951,1
118,1,119,30,1,2,1,B5,BS05,2,1730,13,1632.5,1
118,2,117,30,2,2,1,B14,BG14,1,2274.600098,5.400000095,2216.800049,1
119,1,124,30,1,2,1,B10,BS10,2,1649.900024,14,1562.400024,1
120,1,116,30,1,2,1,B2,BS02,2,1698,16.89999962,1607.099976,1
120,1,119,30,1,2,1,B11,BS11,2,1762,14.19999981,1662.5,1
121,1,116,30,1,2,1,B8,BS08,2,1778,14,1684.099976,1
123,1,116,30,1,2,1,B2,BS02,2,1698,16.89999962,1607.099976,1
124,1,119,30,1,2,1,B11,BS11,2,1762,14.19999981,1662.5,1
502,2,508,30,2,2,3,BA272,BG272,1,2276.199951,6.199999809,2142.399902,3
503,1,506,30,1,2,3,BA262,BS262,2,1954.300049,11.30000019,1876.5,3
504,2,508,30,2,1,1,TP1,BG92,1,2258.600098,7.099999905,2164.199951,1
505,2,502,30,2,2,1,B*,BG**,1,2386.800049,5.5,2225.5,1
506,1,508,30,1,2,3,BA272,BS272,2,2002.300049,11.30000019,1906.699951,3
506,2,508,30,2,2,3,BA272,BG272,1,2276.199951,6.199999809,2142.399902,3
507,2,502,30,2,2,1,B*,BG**,1,2386.800049,5.5,2225.5,1
M350,3,3749,48,3,2,1,TP1,BG55,1,,14.80000019,1637.099976,1
N330,1,3739,48,1,2,1,TP1,BS55,2,,12.19999981,1499.300049,1
804,3,804,49,3,2,1,B9,BG09,1,2146.5,7.599999905,2083.399902,1
1001,1,1001,49,1,2,1,TP1,BS92,2,,5.699999809,1768.900024,1
1006,1,1006,49,1,1,1,BA*,BS**,2,2050.300049,11,1975.5,1
1006,1,1006,49,1,2,1,TP1,BS92,2,,8.899999619,2076.800049,1
7083,1,7083,49,1,1,1,BA*,BS**,2,2018.300049,10.69999981,1934.900024,1
7083,2,7083,49,2,2,1,BA*,BG**,2,2098.399902,8.800000191,1995.900024,1
A320,2,1004,49,2,1,1,BA*,BG**,2,2162.399902,8.199999809,2044.5,1
B310,1,1017,49,1,2,1,TP1,BS93,2,,13.10000038,1905,2
B350,1,1017,49,1,2,1,TP1,BS93,2,,13.10000038,1905,2
B361,1,1017,49,1,2,1,TP1,BS93,2,,13.10000038,1905,2
C352,1,1006,49,1,1,1,BA*,BS**,2,2050.300049,11,1975.5,1
D441,1,7086,49,1,2,1,TP1,BS91,2,1906.099976,12.5,1811.199951,1
D444,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D446,1,7086,49,1,2,1,TP1,BS91,2,1906.099976,12.5,1811.199951,1
D452,5,7086,49,5,2,1,TP1,BG92,1,2114.399902,6,2075.899902,1
D455,1,7086,49,1,2,1,TP1,BS91,2,1906.099976,12.5,1811.199951,1
1001,1,1001,26,1,2,1,TP*,BS**,2,1698,15.69999981,1655.699951,1
1004,1,1004,26,1,1,1,BA*,BS**,2,1762,6.900000095,1644.800049,1
7072,1,7072,26,1,1,1,BA*,BS**,2,2114.399902,8.399999619,1854.900024,1
A310,1,1013,26,1,1,1,BA*,BS**,2,1794.099976,8.100000381,1857.099976,2
A320,1,1013,26,1,1,1,BA*,BS**,2,1794.099976,8.100000381,1857.099976,2
A321,2,1013,26,2,1,1,BA*,BG**,1,1665.900024,15.5,1574.599976,2
A321,3,1013,26,3,1,1,BA*,BG**,1,2226.600098,4.699999809,1994.5,2
A340,2,1013,26,2,2,1,TP*,BG**,1,1730,12.19999981,1633.599976,2
A350,1,1013,26,1,1,1,BA*,BS**,2,1794.099976,8.100000381,1857.099976,2
A350,2,1013,26,2,2,1,TP*,BG**,1,1730,12.19999981,1633.599976,2
C320,2,1001,26,2,2,1,TP*,BG**,1,2194.5,3.200000048,2115.399902,1
C340,1,1001,26,1,1,1,BA*,BS**,2,1778,13.39999962,1675.099976,1
C350,2,1001,26,2,1,1,BA*,BG**,1,2242.600098,3.599999905,2113.100098,1
C351,1,1001,26,1,7,1,TP*,BS**,2,1698,15.60000038,1614.599976,1
C351,2,1001,26,2,2,1,TP*,BG**,1,2194.5,3.200000048,2115.399902,1
9024,1,9024,47,1,2,1,TP1,BS55,1,,5.300000191,2119.199951,1
B320,1,3075,47,1,2,1,TP1,BS55,2,,17.70000076,1377.599976,1
113,1,117,48,1,2,1,B8,BS08,2,1729.900024,13.39999962,1643,1
113,2,120,48,2,1,6,BAX03,BGX03,1,1874.199951,14.10000038,1735.5,3
113,3,114,48,3,2,1,B15,BG15,1,2199.300049,6,2077.100098,1
114,1,119,48,1,2,1,B3,BS03,2,1715.5,14,1633.900024,1
114,1,162,48,1,2,1,B2,BS02,2,1694.699951,14.5,1606.699951,1
114,2,120,48,2,1,6,BAX03,BGX03,1,1874.199951,14.10000038,1735.5,3
561,1,7066,30,1,1,1,BA*,BS**,2,1890.099976,11.80000019,1797.800049,1
806,1,806,30,1,1,2,BA264,BS264,1,2050.399902,7.699999809,1921,2
806,2,805,30,2,1,1,B4,BG01,1,2274.600098,7,2205.100098,1
7088,1,7088,30,1,2,1,TP1,BS93,2,,11.60000038,1965,1
7088,1,7088,30,1,1,1,BA*,BS**,2,1890.099976,13.39999962,1822,1
101,3,106,32,3,3,2,BA262,BG282,2,2178.5,7.099999905,2066,1
102,3,106,32,3,3,2,BA262,BG282,2,2178.5,7.099999905,2066,1
104,3,110,32,3,3,2,BA263,BG283,2,2178.5,7,2066.5,1
107,1,107,32,1,2,1,B29,BS04,2,1874.199951,13.69999981,1777,1
107,3,106,32,3,3,2,BA262,BG282,2,2178.5,7.099999905,2066,1
109,1,101,32,1,2,1,B26,BS01,2,1970.300049,10,1847.5,1
109,1,109,32,1,2,1,B28,BS03,2,1922.199951,11.89999962,1818,1
109,3,104,32,3,3,2,BA261,BG281,2,2242.600098,5.800000191,2133.300049,2
