LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,STATE_CODE_EXP,LAYER_NO,FIELD_SET,TEST_NO,TEST_NO_EXP,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,TEST_DATE,CONSTRUCTION_NO
3,0111,0109,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B3,BG03,,,NP,02/26/1996,1
3,0112,0109,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B3,BG03,,,NP,02/26/1996,1
1,0201,0201,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B30,BS02,,,NP,02/19/1996,1
3,0205,0204,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B5,BG05,,,NP,02/26/1996,1
3,0205,0206,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B7,BG07,,,NP,02/19/1996,1
3,0205,0210,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BG06,,,NP,02/29/1996,1
2,7019,7019,41,Oregon,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,30,26,4,04/26/1991,1
2,A430,4021,5,Arkansas,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,21,17,4,08/20/1991,1
3,A430,4021,5,Arkansas,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,,,NP,08/20/1991,1
1,B430,4019,5,Arkansas,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,08/18/1991,1
2,0201,0202,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B11,BG11,,,NP,10/02/2002,1
2,0201,0210,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B14,BG14,,,NP,10/02/2002,1
2,0201,0211,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B40,BG40,,,NP,10/02/2002,1
1,0203,0203,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B35,BS35,,,NP,10/02/2002,1
1,0205,0204,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B12,BS12,,,NP,05/05/2000,1
1,0207,0206,6,California,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA264,BS264,19,21,NP,03/17/2008,2
1,0209,0202,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B11,BS11,,,NP,05/05/2000,1
1,0209,0204,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B12,BS12,,,NP,05/05/2000,1
1,0209,0210,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B10,BS10,,,NP,05/05/2000,1
1,0209,0211,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B7,BS07,,,NP,10/02/2002,1
1,0210,0210,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B10,BS10,,,NP,05/05/2000,1
2,0210,0211,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,B13,BG13,,,NP,10/02/2002,1
1,0501,0507,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS93,23,19,4,04/03/2000,1
1,0501,0566,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP4,BS92,,,NP,01/26/1998,1
2,0501,0504,6,California,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA040*,BG040*,,,NP,06/10/2004,3
1,0502,0501,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BS02,,,NP,04/03/2000,1
1,0502,0502,6,California,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA020*,BS020*,,,NP,06/10/2004,4
1,0502,0504,6,California,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BA040*,BS040*,,,NP,06/10/2004,3
1,0502,0566,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP4,BS92,,,NP,01/26/1998,1
2,0502,0501,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BG02,,,NP,04/03/2000,1
2,0502,0502,6,California,2,3,1,Material sample obtained from area adjacent to approach end of test section.,BA020*,BG020*,,,NP,06/10/2004,4
2,0502,0509,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BG02,,,NP,04/03/2000,1
2,0502,0509,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BG01,,,NP,04/03/2000,1
1,0503,0501,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BS02,,,NP,04/03/2000,1
1,0503,0508,6,California,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA080*,BS080*,,,NP,06/10/2004,3
1,0504,0502,6,California,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA020*,BS020*,,,NP,06/10/2004,4
1,0504,0508,6,California,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA080*,BS080*,,,NP,06/10/2004,3
1,0505,0502,6,California,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA020*,BS020*,,,NP,06/10/2004,4
1,0505,0502,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,,,NP,04/03/2000,1
1,0505,0509,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BS02,23,20,3,04/03/2000,1
1,0505,0566,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP4,BS92,,,NP,01/26/1998,1
2,0505,0501,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BG01,,,NP,04/03/2000,1
2,0505,0505,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BG02,,,NP,04/03/2000,1
2,0505,0505,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA3,BG01,,,NP,04/03/2000,1
2,0505,0560,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA8,BG02,,,NP,01/26/1998,1
1,0506,0502,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,,,NP,04/03/2000,1
1,0506,0505,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BS02,,,NP,04/03/2000,1
1,0506,0509,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BS02,23,20,3,04/03/2000,1
1,0506,0560,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA8,BS02,,,NP,01/26/1998,1
2,0506,0566,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP4,BG91,,,NP,01/26/1998,1
2,0506,0568,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA12,BG02,,,NP,01/26/1998,1
1,0507,0501,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BS01,,,NP,04/03/2000,1
1,0507,0560,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA8,BS02,,,NP,01/26/1998,1
2,0507,0505,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BG02,,,NP,04/03/2000,1
2,0507,0560,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA7,BG01,,,NP,01/26/1998,1
2,0507,0568,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA11,BG01,,,NP,01/26/1998,1
1,0508,0502,6,California,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA020*,BS020*,,,NP,06/10/2004,4
1,0508,0502,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,,,NP,04/03/2000,1
1,0508,0509,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BS02,23,20,3,04/03/2000,1
2,0508,0564,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA10,BG02,,,NP,01/26/1998,1
2,0508,0568,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA12,BG02,,,NP,01/26/1998,1
1,0509,0509,6,California,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BS02,23,20,3,04/03/2000,1
1,0509,0560,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA8,BS02,,,NP,01/26/1998,1
1,0509,0560,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA7,BS01,,,NP,01/26/1998,1
2,0509,0501,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA1,BG01,,,NP,04/03/2000,1
2,0509,0502,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG92,,,NP,04/03/2000,1
2,0509,0505,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BG02,,,NP,04/03/2000,1
2,0509,0505,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA3,BG01,,,NP,04/03/2000,1
2,0509,0568,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA12,BG02,,,NP,01/26/1998,1
2,0559,0505,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BG02,,,NP,04/03/2000,1
2,0559,0509,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA6,BG02,,,NP,04/03/2000,1
2,0559,0560,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA7,BG01,,,NP,01/26/1998,1
2,0559,0568,6,California,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA11,BG01,,,NP,01/26/1998,1
1,0560,0502,6,California,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA020*,BS020*,,,NP,06/10/2004,4
1,0560,0560,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA7,BS01,,,NP,01/26/1998,1
2,0560,0561,6,California,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP3,BG91,,,NP,01/26/1998,1
1,0561,0501,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA2,BS02,,,NP,04/03/2000,1
1,0561,0502,6,California,1,3,1,Material sample obtained from area adjacent to approach end of test section.,BA020*,BS020*,,,NP,06/10/2004,4
1,0561,0560,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA7,BS01,,,NP,01/26/1998,1
1,0561,0566,6,California,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP4,BS92,,,NP,01/26/1998,1
2,0561,0504,6,California,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA040*,BG040*,,,NP,06/10/2004,3
2,1021,1021,32,Nevada,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,23,17,6,05/03/1991,1
1,2027,2027,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,26,0,NP,01/08/1990,1
2,3013,3013,32,Nevada,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,0,0,NP,05/15/1990,1
1,7000,7000,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,19,0,NP,01/08/1990,1
1,7000,7000,32,Nevada,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,17,0,NP,01/08/1990,1
1,A320,1021,32,Nevada,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/01/1991,1
2,A908,A908,55,Wisconsin,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP4,BG56,,,NP,01/19/1993,1
2,A909,A908,55,Wisconsin,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP4,BG56,,,NP,01/19/1993,1
2,B907,B907,55,Wisconsin,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG56,15,13,2,01/28/1993,1
1,B908,B902,55,Wisconsin,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP4,BS55,,,NP,01/26/1993,1
1,2017,2017,56,Wyoming,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS91,46,22,24,12/19/1990,1
1,3027,3027,56,Wyoming,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS92,0,0,NP,01/11/1991,1
1,6031,6031,56,Wyoming,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,26,13,13,12/14/1990,1
1,A310,1007,56,Wyoming,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,12/16/1990,1
1,A320,1007,56,Wyoming,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,12/16/1990,1
1,A363,1007,56,Wyoming,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,12/16/1990,1
1,4122,4122,72,Puerto Rico,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,27,19,8,09/04/1991,1
2,4122,4122,72,Puerto Rico,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,27,17,10,09/04/1991,1
2,0501,0507,81,Alberta,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA265,BG265,19,18,1,04/01/2008,5
2,0502,0505,81,Alberta,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*1,,,NP,12/18/1991,1
2,0503,0503,81,Alberta,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG91,22,15,7,12/18/1991,1
2,0503,0509,81,Alberta,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA271,BG271,24,14,10,02/11/2008,8
2,0505,0507,81,Alberta,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA265,BG265,19,18,1,04/01/2008,5
2,0506,0505,81,Alberta,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*1,,,NP,12/18/1991,1
2,0507,0509,81,Alberta,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA271,BG271,24,14,10,02/11/2008,8
2,0508,0502,81,Alberta,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*2,20,15,5,12/18/1991,1
2,0509,0507,81,Alberta,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA265,BG265,19,18,1,04/01/2008,5
2,0509,0508,81,Alberta,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA267,BG267,26,14,12,02/20/2008,7
1,6006,6006,82,British Columbia,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/28/1991,1
3,6006,6006,82,British Columbia,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,06/06/1991,1
1,6007,6007,82,British Columbia,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS91,0,0,NP,05/22/1991,1
2,0502,0505,83,Manitoba,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG58,,,NP,01/07/1992,1
2,0502,0507,83,Manitoba,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP3,BG60,,,NP,01/03/1992,1
3,0502,0505,83,Manitoba,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG57,,,NP,01/03/1992,1
1,0503,0503,83,Manitoba,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP5,BS59,,,NP,12/17/1991,1
1,0503,0507,83,Manitoba,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP3,BS57,,,NP,01/02/1992,1
2,0506,0502,83,Manitoba,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG56,,,NP,01/06/1992,1
3,0506,0503,83,Manitoba,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP5,BG63,,,NP,01/06/1992,1
3,0506,0505,83,Manitoba,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BG57,,,NP,01/03/1992,1
3,0507,0502,83,Manitoba,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,,,NP,01/02/1992,1
1,1801,1801,83,Manitoba,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS56,,,NP,11/07/1991,1
3,6450,6450,83,Manitoba,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG55,0,0,NP,08/30/1990,1
1,6454,6454,83,Manitoba,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS56,0,0,NP,11/07/1991,2
3,A310,1801,83,Manitoba,3,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG55,22,17,5,11/22/1991,1
