LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,STATE_CODE_EXP,LAYER_NO,FIELD_SET,TEST_NO,TEST_NO_EXP,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,TEST_DATE,CONSTRUCTION_NO
1,0503,0506,29,Missouri,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BAX16,BSX16,74,23,51,04/09/1999,1
2,0503,0502,29,Missouri,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,,,NP,04/19/1999,1
2,0503,0506,29,Missouri,2,3,1,Material sample obtained from area adjacent to approach end of test section.,BAX03,BGX03,20,13,7,01/25/2007,2
1,0505,0509,29,Missouri,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX05,BSX05,66,17,49,01/25/2007,2
1,0507,0506,29,Missouri,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX04,BSX04,75,21,54,01/25/2007,2
2,0507,0502,29,Missouri,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,,,NP,04/19/1999,1
2,0507,0509,29,Missouri,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX02,BGX02,19,14,5,01/25/2007,2
2,0508,0509,29,Missouri,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX02,BGX02,19,14,5,01/25/2007,2
2,0509,0506,29,Missouri,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BAX01,BGX01,18,13,5,01/25/2007,2
2,0901,0903,29,Missouri,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A03,BG02A03,22,17,5,08/28/1996,1
2,0901,0960,29,Missouri,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A60,BG01A60,45,22,23,08/28/1996,1
2,0901,0961,29,Missouri,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A61,BG02A61,54,22,32,07/22/1996,1
2,0902,0959,29,Missouri,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A02A59,BG02A59,50,23,27,07/26/1996,1
2,0902,0964,29,Missouri,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A64,BG02A64,45,21,24,07/22/1996,1
2,0903,0903,29,Missouri,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A03,BG01A03,34,19,15,08/28/1996,1
2,0903,0959,29,Missouri,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A02A59,BG02A59,50,23,27,07/26/1996,1
2,0903,0961,29,Missouri,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A61,BG02A61,54,22,32,07/22/1996,1
1,1002,1002,29,Missouri,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,27,16,11,08/15/1990,1
2,B320,1002,29,Missouri,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,08/20/1990,1
2,B340,1002,29,Missouri,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,08/20/1990,1
2,B350,1002,29,Missouri,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,08/20/1990,1
2,B351,1002,29,Missouri,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,08/20/1990,1
1,0114,0113,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B7,BS07,,,NP,11/12/1999,1
1,0114,0119,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B11,BS11,,,NP,11/12/1999,1
1,0115,0122,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BS06,,,NP,11/12/1999,1
1,0116,0117,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B9,BS09,,,NP,11/12/1999,1
1,0117,0119,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B11,BS11,,,NP,11/12/1999,1
2,0117,0121,30,Montana,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B15,BG15,,,NP,03/03/1999,1
1,0118,0116,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B8,BS08,,,NP,11/12/1999,1
1,0118,0119,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B5,BS05,,,NP,11/12/1999,1
2,0118,0117,30,Montana,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B14,BG14,,,NP,03/15/1999,1
1,0119,0113,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B1,BS01,,,NP,11/12/1999,1
1,0119,0113,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B7,BS07,,,NP,11/12/1999,1
1,0119,0122,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BS06,,,NP,11/12/1999,1
2,0119,0121,30,Montana,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B15,BG15,,,NP,03/03/1999,1
1,0120,0117,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B9,BS09,,,NP,11/12/1999,1
1,0120,0119,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B5,BS05,,,NP,11/12/1999,1
2,0120,0121,30,Montana,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B15,BG15,,,NP,03/03/1999,1
1,0121,0113,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B7,BS07,,,NP,11/12/1999,1
1,0121,0117,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B3,BS03,,,NP,11/12/1999,1
1,0121,0117,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B9,BS09,,,NP,11/12/1999,1
1,0121,0119,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B11,BS11,,,NP,11/12/1999,1
1,0121,0122,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BS06,,,NP,11/12/1999,1
2,0121,0113,30,Montana,2,1,2,Material sample obtained from area adjacent to leave end of test section.,B13,BG13,,,NP,03/03/1999,1
1,0122,0117,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B9,BS09,,,NP,11/12/1999,1
1,0122,0122,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B12,BS12,,,NP,11/12/1999,1
1,0123,0113,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B7,BS07,,,NP,11/12/1999,1
1,0123,0122,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B12,BS12,,,NP,11/12/1999,1
1,0124,0116,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BS02,,,NP,11/12/1999,1
1,0502,0504,30,Montana,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BA268,BS268,30,12,18,07/18/2008,3
1,0502,7066,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,32,13,19,06/18/1990,1
2,0502,0504,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA268,BG268,21,21,NP,04/01/2008,3
2,0502,0506,30,Montana,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*3,21,,NP,12/26/1991,1
1,0503,0506,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS*1,28,16,12,01/16/1992,1
2,0503,0506,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA262,BG262,21,21,NP,04/01/2008,3
2,0503,0508,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA272,BG272,21,19,2,04/01/2008,3
2,0503,7066,30,Montana,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,06/18/1990,1
2,0504,7066,30,Montana,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG92,0,0,NP,06/18/1990,1
3,0504,7066,30,Montana,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,06/18/1990,1
1,0505,0506,30,Montana,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BA262,BS262,34,12,22,07/18/2008,3
1,0505,0508,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BS93,27,11,16,12/26/1991,1
3,0505,0506,30,Montana,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*1,,,NP,01/16/1992,1
2,0506,0508,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA272,BG272,21,19,2,04/01/2008,3
1,0507,0504,30,Montana,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BA268,BS268,30,12,18,07/18/2008,3
2,0507,0504,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA268,BG268,21,21,NP,04/01/2008,3
2,0507,0506,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA262,BG262,21,21,NP,04/01/2008,3
3,0507,7066,30,Montana,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,06/18/1990,1
1,0508,0508,30,Montana,1,3,2,Material sample obtained from area adjacent to leave end of test section.,BA272,BS272,28,13,15,07/11/2008,3
2,0508,0502,30,Montana,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG*4,20,,,12/26/1991,1
2,0508,7066,30,Montana,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG92,0,0,NP,06/18/1990,1
3,0508,7066,30,Montana,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,06/18/1990,1
2,0509,0506,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA262,BG262,21,21,NP,04/01/2008,3
2,0509,0508,30,Montana,2,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BG92,21,,NP,12/26/1991,1
1,0560,7066,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,32,14,18,06/18/1990,1
2,0560,0504,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA268,BG268,21,21,NP,04/01/2008,3
2,0560,0508,30,Montana,2,3,2,Material sample obtained from area adjacent to leave end of test section.,BA272,BG272,21,19,2,04/01/2008,3
3,0560,0506,30,Montana,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG*1,,,NP,01/16/1992,1
1,0561,0508,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,TP1,BS93,27,11,16,12/26/1991,1
1,0561,7066,30,Montana,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,32,14,18,06/18/1990,1
1,0805,0805,30,Montana,1,2,1,Material sample obtained from area adjacent to approach end of test section.,BA261,BS261,18,19,NP,04/03/2008,2
1,0806,0805,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B1,BS01,,,NP,01/17/1995,1
1,0806,0806,30,Montana,1,2,1,Material sample obtained from area adjacent to approach end of test section.,BA264,BS264,21,20,1,04/03/2008,2
1,0903,0901,30,Montana,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B01A01,BS01A01,,,NP,07/12/2002,1
2,0903,0903,30,Montana,2,1,1,Material sample obtained from area adjacent to approach end of test section.,B01A03,BG01A03,,,NP,03/29/1999,1
3,7075,7075,30,Montana,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG91,0,0,NP,10/12/1990,1
1,3018,3018,31,Nebraska,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,05/01/1990,1
1,3033,3033,31,Nebraska,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,05/24/1990,1
2,B410,3023,31,Nebraska,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,03/01/1990,1
2,B410,3023,31,Nebraska,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA3,BG03,0,0,NP,03/01/1990,1
3,0104,0107,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B4,BG04,,,NP,02/20/1996,1
3,0105,0105,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BG06,,,NP,02/26/1996,1
3,0106,0107,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B4,BG04,,,NP,02/20/1996,1
3,0106,0110,32,Nevada,3,2,3,Material sample obtained within test section limits.,BA263,BG283,28,15,13,02/11/2008,1
4,0106,0102,32,Nevada,4,1,2,Material sample obtained from area adjacent to leave end of test section.,B9,BG23,25,14,11,03/20/1996,1
1,0107,0107,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B29,BS04,30,15,15,03/20/1996,1
3,0107,0105,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BG06,,,NP,02/26/1996,1
3,0107,0106,32,Nevada,3,2,3,Material sample obtained within test section limits.,BA262,BG282,28,15,13,02/11/2008,1
3,0108,0105,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B6,BG06,,,NP,02/26/1996,1
4,0108,0101,32,Nevada,4,1,2,Material sample obtained from area adjacent to leave end of test section.,B7,BG21,,,NP,02/26/1996,1
1,0109,0109,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B28,BS03,,,NP,03/06/1996,1
4,0109,0109,32,Nevada,4,1,2,Material sample obtained from area adjacent to leave end of test section.,B8,BG22,,,NP,03/20/1996,1
4,0109,0109,32,Nevada,4,2,3,Material sample obtained within test section limits.,BA265,BG265,24,12,12,02/20/2008,2
1,0110,0111,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B30,BS05,22,14,8,05/13/1996,1
3,0111,0106,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BG02,,,NP,02/26/1996,1
3,0111,0107,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B4,BG04,,,NP,02/20/1996,1
3,0111,0110,32,Nevada,3,2,3,Material sample obtained within test section limits.,BA263,BG283,28,15,13,02/11/2008,1
3,0112,0106,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BG02,,,NP,02/26/1996,1
3,0201,0206,32,Nevada,3,1,2,Material sample obtained from area adjacent to leave end of test section.,B7,BG07,,,NP,02/19/1996,1
1,B330,1015,40,Oklahoma,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,04/15/1991,1
1,B350,1015,40,Oklahoma,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,,,NP,04/15/1991,1
1,B350,1015,40,Oklahoma,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,04/15/1991,1
1,5008,5008,41,Oregon,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,35,22,13,03/15/1991,1
2,6012,6012,41,Oregon,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG92,0,0,NP,03/25/1991,1
1,7019,7019,41,Oregon,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,36,18,18,04/26/1991,1
1,7025,7025,41,Oregon,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,33,18,15,04/30/1991,1
1,7081,7081,41,Oregon,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,20,16,4,03/25/1991,1
1,1605,1605,42,Pennsylvania,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,23,16,7,01/03/1991,1
2,3044,3044,42,Pennsylvania,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,17,0,NP,12/27/1990,1
1,A420,3010,32,Nevada,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/17/1990,1
2,A451,3010,32,Nevada,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,0,0,NP,05/17/1990,1
1,A456,3010,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,0,0,NP,05/17/1990,1
1,A458,3010,32,Nevada,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,0,0,NP,05/17/1990,1
2,A458,3010,32,Nevada,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,0,0,NP,05/17/1990,1
1,A461,3010,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,0,0,NP,05/17/1990,1
1,A464,3010,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BS**,0,0,NP,05/17/1990,1
2,A464,3010,32,Nevada,2,1,2,Material sample obtained from area adjacent to leave end of test section.,BA*,BG**,0,0,NP,05/17/1990,1
1,B340,7000,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,19,0,NP,01/08/1990,1
1,B340,7000,32,Nevada,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,17,0,NP,01/08/1990,1
1,B350,7000,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,19,0,NP,01/08/1990,1
1,C350,2027,32,Nevada,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS93,26,0,NP,01/08/1990,1
2,C350,2027,32,Nevada,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,20,0,NP,01/08/1990,1
3,1001,1001,33,New Hampshire,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,,,NP,09/14/1990,1
3,1001,1001,33,New Hampshire,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,,,NP,09/14/1990,1
1,0504,0502,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BS01,,,NP,01/27/1997,1
1,0504,0505,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,,,NP,01/27/1997,1
2,0504,0503,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP2,BS56,,,NP,01/27/1997,1
3,0505,0508,34,New Jersey,3,3,1,Material sample obtained from area adjacent to approach end of test section.,BAX07,BGX07,20,17,3,12/04/2006,2
1,0507,0502,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BS01,,,NP,01/27/1997,1
3,0507,0502,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BG02,,,NP,01/27/1997,1
1,0508,0502,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,BA4,BS01,,,NP,01/27/1997,1
4,0508,0502,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BG02,,,NP,01/27/1997,1
3,0559,0502,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,BA5,BG02,,,NP,01/27/1997,1
1,0801,0802,34,New Jersey,1,1,1,Material sample obtained from area adjacent to approach end of test section.,B2,BS02,,,NP,01/20/1997,1
1,0901,1011,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,08/13/1990,1
2,0901,0903,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A03,BG04A03,,,NP,03/13/1998,1
2,0901,0962,34,New Jersey,3,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A62,BG01A62,,,NP,06/01/1998,1
2,0901,1011,34,New Jersey,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BGX02,0,0,NP,08/10/1990,1
3,0901,0902,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A02,BG04A02,,,,02/24/1998,1
1,0902,0901,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A01,BS02A01,,,NP,02/10/1998,1
1,0902,0903,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A03,BS02A03,,,NP,03/13/1998,1
1,0902,1011,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,08/13/1990,1
2,0902,0901,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A01,BG02A01,,,NP,02/10/1998,1
2,0902,0903,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A03,BG02A03,,,NP,03/13/1998,1
2,0902,1011,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG56,0,0,NP,08/10/1990,1
3,0902,0902,34,New Jersey,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A02,BG03A02,,,,02/24/1998,1
3,0902,0903,34,New Jersey,3,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A03,BG01A03,,,NP,03/13/1998,1
3,0902,0961,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A61,BG01A61,,,NP,05/05/1998,1
3,0903,0901,34,New Jersey,3,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A01,BG01A01,,,NP,02/10/1998,1
1,0960,0901,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A01,BS02A01,,,NP,02/10/1998,1
1,0960,0901,34,New Jersey,1,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A01,BS01A01,,,NP,02/10/1998,1
1,0960,0961,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A61,BS02A61,,,NP,05/05/1998,1
3,0960,0960,34,New Jersey,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A60,BG03A60,,,NP,04/20/1998,1
1,0961,0960,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A60,BS02A60,,,NP,04/20/1998,1
2,0961,0901,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A01,BG04A01,,,NP,02/10/1998,1
2,0961,0902,34,New Jersey,3,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A02,BG01A02,,,NP,02/24/1998,1
2,0961,0961,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A61,BG01A61,,,NP,05/05/1998,1
3,0961,0902,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A02,BG04A02,,,,02/24/1998,1
3,0961,0902,34,New Jersey,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A02,BG03A02,,,,02/24/1998,1
3,0961,0902,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A02,BG02A02,,,NP,02/24/1998,1
3,0961,0902,34,New Jersey,3,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A02,BG01A02,,,NP,02/24/1998,1
3,0961,0961,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A61,BG02A61,,,NP,05/05/1998,1
1,0962,0962,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A62,BS02A62,,,NP,06/01/1998,1
1,0962,1011,34,New Jersey,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,0,0,NP,08/13/1990,1
2,0962,0902,34,New Jersey,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A02,BG03A02,,,,02/24/1998,1
2,0962,0903,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A03,BG04A03,,,NP,03/13/1998,1
3,0962,0901,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A01,BG04A01,,,NP,02/10/1998,1
3,0962,0903,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A03,BG04A03,,,NP,03/13/1998,1
3,0962,0903,34,New Jersey,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A03,BG03A03,,,NP,03/13/1998,1
3,0962,0961,34,New Jersey,2,1,2,Material sample obtained from area adjacent to leave end of test section.,A02A61,BG04A61,,,NP,05/05/1998,1
3,0962,0961,34,New Jersey,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A61,BG03A61,,,NP,05/05/1998,1
3,0962,0961,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,A01A61,BG01A61,,,NP,05/05/1998,1
3,0962,0962,34,New Jersey,2,1,1,Material sample obtained from area adjacent to approach end of test section.,A01A62,BG03A62,,,NP,06/01/1998,1
3,1003,1003,34,New Jersey,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,08/20/1990,1
3,1003,1003,34,New Jersey,3,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,08/21/1990,1
3,1011,1011,34,New Jersey,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BX01,BGX01,0,0,NP,08/10/1990,1
2,6057,6057,34,New Jersey,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA3,BG03,0,0,NP,08/16/1990,1
2,0501,0506,35,New Mexico,2,4,1,Material sample obtained from area adjacent to approach end of test section.,BA502,BG302,25,19,6,12/19/2006,3
1,0503,0501,35,New Mexico,1,4,1,Material sample obtained from area adjacent to approach end of test section.,BA501,BS301,50,30,20,01/08/2007,7
1,0503,0506,35,New Mexico,1,4,1,Material sample obtained from area adjacent to approach end of test section.,BA502,BS302,41,19,22,12/18/2006,3
2,0504,0504,35,New Mexico,2,4,1,Material sample obtained from area adjacent to approach end of test section.,BAX02,BGX01,38,19,19,12/19/2006,3
2,0506,0503,35,New Mexico,2,4,1,Material sample obtained from area adjacent to approach end of test section.,BA303,BG306,25,19,6,12/28/2006,2
2,0507,0501,35,New Mexico,2,4,1,Material sample obtained from area adjacent to approach end of test section.,BA501,BG301,26,18,8,12/19/2006,7
2,0509,0501,35,New Mexico,2,4,1,Material sample obtained from area adjacent to approach end of test section.,BA501,BG301,26,18,8,12/19/2006,7
2,0509,0503,35,New Mexico,2,4,1,Material sample obtained from area adjacent to approach end of test section.,BA303,BG306,25,19,6,12/28/2006,2
2,0802,0801,35,New Mexico,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA501,BG303,29,13,16,01/08/2007,1
2,0802,0802,35,New Mexico,2,4,2,Material sample obtained from area adjacent to leave end of test section.,BA305,BG307,27,15,12,01/03/2007,1
1,1022,1022,35,New Mexico,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,20,18,2,09/17/1991,1
2,1022,1022,35,New Mexico,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,,,NP,09/17/1991,1
1,1112,1112,35,New Mexico,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,09/17/1991,1
2,2006,2006,35,New Mexico,2,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,09/17/1991,1
1,3010,3010,35,New Mexico,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BS**,,,NP,09/17/1991,1
1,6033,6033,35,New Mexico,1,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BS55,22,20,2,09/17/1991,1
3,6035,6035,35,New Mexico,3,1,1,Material sample obtained from area adjacent to approach end of test section.,BA*,BG**,,,NP,09/17/1991,1
2,0801,0802,36,New York,2,4,1,Material sample obtained from area adjacent to approach end of test section.,BAX02,BGX02,18,14,4,04/03/2008,1
1,0802,0802,36,New York,1,1,2,Material sample obtained from area adjacent to leave end of test section.,B2,BS02,0,0,NP,07/27/1994,1
2,0802,0859,36,New York,2,1,3,Material sample obtained within test section limits.,B6,BG03,,,NP,01/27/1997,1
1,0859,0859,36,New York,1,1,3,Material sample obtained within test section limits.,A8,TS15,22,19,3,08/31/1994,1
1,A310,1643,36,New York,1,1,1,Material sample obtained from area adjacent to approach end of test section.,BX02,BSX02,0,0,NP,11/26/1990,1
2,A320,1643,36,New York,2,1,2,Material sample obtained from area adjacent to leave end of test section.,TP1,BG55,0,0,NP,11/26/1990,1
