LINKED_SHRP_ID,LINKED_LAYER_NO,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,SHRP_TEST,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING
0505,2,0508,23,2,1,2,UG01,BA6,1,BG66,100,100,100,79,74,66,64,57,46,23,15,8.699999809
0505,3,0502,23,3,1,2,UG01,BA3,1,BG03,100,100,100,84,70,56,51,42,34,12,6,3.799999952
0505,3,0504,23,3,3,1,SS01,BAX02,3,BGX02,100,97,96,82,75,66,61,52,42,25,15,7.199999809
0505,3,0508,23,3,1,2,UG01,BA4,1,BG04,92,87,83,79,70,60,56,46,36,15,9,5.300000191
0506,2,0508,23,2,1,2,UG01,BA6,1,BG66,100,100,100,79,74,66,64,57,46,23,15,8.699999809
0506,3,0507,23,3,3,2,SS01,BA303,3,BG306,100,97,95,90,87,84,82,78,69,26,13,3.799999952
0507,1,0506,23,1,1,2,SS01,TP1,1,BS55,100,97.30000305,89.40000153,83.19999695,77.80000305,70.30000305,66.69999695,59.40000153,52.40000153,31,18,7.300000191
0507,2,0506,23,2,1,2,UG01,TP1,1,BG56,100,93,86,78.40000153,74.09999847,70.30000305,68.5,64.90000153,60,38.70000076,23,9.300000191
0507,3,0502,23,3,1,2,UG01,BA3,1,BG03,100,100,100,84,70,56,51,42,34,12,6,3.799999952
0507,3,0502,23,3,1,2,UG01,BA2,1,BG02,100,100,100,79,65,50,46,36,28,10,5,3.299999952
0507,3,0507,23,3,3,2,SS01,BA303,3,BG306,100,97,95,90,87,84,82,78,69,26,13,3.799999952
0508,2,0508,23,2,1,2,UG01,BA5,1,BG65,76,66,59,50,48,46,45,41,37,22,14,5.800000191
0509,2,0502,23,2,1,2,UG01,BA3,1,BG63,95,82,73,61,55,49,45,39,34,20,12,5.599999905
0559,1,0559,23,1,1,2,SS01,TP2,1,BS56,100,97.40000153,87.5,76.80000305,69.40000153,59.59999847,54.70000076,44.79999924,36.70000076,24,14,9.899999619
0559,2,0506,23,2,1,2,UG01,TP1,1,BG56,100,93,86,78.40000153,74.09999847,70.30000305,68.5,64.90000153,60,38.70000076,23,9.300000191
0559,2,0508,23,2,1,2,UG01,BA6,1,BG66,100,100,100,79,74,66,64,57,46,23,15,8.699999809
0559,3,0559,23,3,1,2,UG01,TP2,1,BG57,100,100,100,81.59999847,65.69999695,51.79999924,45.79999924,33.09999847,22.39999962,9,6.099999905,4.400000095
1009,2,1009,23,2,1,2,UG01,TP1,1,BG56,61,55,51,48,45,42,40,34,24,8,5,2.599999905
1012,1,1012,23,1,1,1,SS01,BX03,1,BSX03,100,100,100,98,97,95,94,90,83,58,41,18.10000038
1012,3,1012,23,3,1,1,SS01,BX01,1,BGX01,94,87,83,76,72,66,61,52,47,20,8,4.5
1012,3,1012,23,3,1,2,UG01,TP1,1,BG55,92,90,86,81,78,73,69,61,53,33,20,8.300000191
1026,1,1026,23,1,1,2,SS01,TP1,1,BS55,100,100,99,97,97,95,93,90,84,58,32,12.60000038
7023,2,7023,23,2,1,2,SS01,BX02,1,BGX02,100,99,96,90,86,81,77,71,62,31,12,4.599999905
B310,2,3075,47,2,1,2,UG01,TP1,1,BG55,100,100,100,98,87,65,50,23,16,8,6,4.5
0001,2,0001,48,2,1,1,UG01,BA*,1,BG**,100,100,100,100,98,94,90,77,64,44,37,30.20000076
0113,3,0114,48,3,1,2,UG01,B15,1,BG15,100,100,99.69999695,95.80000305,86,71.09999847,63.79999924,51.09999847,32.29999924,26.29999924,17.5,7.099999905
0113,3,0119,48,3,1,2,UG01,B14,1,BG14,100,100,99.69999695,92.09999847,76.19999695,57.79999924,51.29999924,39.59999847,24.79999924,19.20000076,12.19999981,6.400000095
0114,1,0119,48,1,1,2,SS01,B3,1,BS03,100,100,100,100,98,98,97.59999847,96.90000153,96.19999695,95.5,61.79999924,7.300000191
0114,3,0114,48,3,1,2,UG01,B15,1,BG15,100,100,99.69999695,95.80000305,86,71.09999847,63.79999924,51.09999847,32.29999924,26.29999924,17.5,7.099999905
0115,1,0119,48,1,1,2,SS01,B3,1,BS03,100,100,100,100,98,98,97.59999847,96.90000153,96.19999695,95.5,61.79999924,7.300000191
C453,2,7082,49,2,1,2,UG01,BA4,1,BG06,100,95,92,82,77,66,61,50,40,30,24,16
C454,1,7082,49,1,1,1,SS01,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962
C454,2,7082,49,2,1,1,UG01,BA1,1,BG02,100,93,91,84,76,67,62,48,36,25,21,13.5
C456,2,7082,49,2,1,1,UG01,BA1,1,BG02,100,93,91,84,76,67,62,48,36,25,21,13.5
C457,1,7082,49,1,1,2,SS01,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038
C458,1,7082,49,1,1,2,SS01,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038
D410,5,7086,49,5,1,2,UG01,TP1,1,BG92,100,96,91,83,76,66,60,47,38,27,22,15.69999981
D441,1,7086,49,1,1,2,SS01,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153
D443,5,7086,49,5,1,2,UG01,TP1,1,BG92,100,96,91,83,76,66,60,47,38,27,22,15.69999981
D445,3,7086,49,3,1,2,UG01,TP1,1,BG93,100,100,100,100,77,37,22,0.300000012,0.300000012,0.300000012,0.300000012,0.200000003
D446,1,7086,49,1,1,2,SS01,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153
D448,3,7086,49,3,1,2,UG01,TP1,1,BG93,100,100,100,100,77,37,22,0.300000012,0.300000012,0.300000012,0.300000012,0.200000003
D448,6,7086,49,6,1,2,UG01,TP1,1,BG91,100,100,100,100,96,76,64,44,34,24,17,11
D450,3,7086,49,3,1,2,UG01,TP1,1,BG93,100,100,100,100,77,37,22,0.300000012,0.300000012,0.300000012,0.300000012,0.200000003
D454,1,7086,49,1,1,2,SS01,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153
D462,3,7086,49,3,1,2,UG01,TP1,1,BG93,100,100,100,100,77,37,22,0.300000012,0.300000012,0.300000012,0.300000012,0.200000003
D462,5,7086,49,5,1,2,UG01,TP1,1,BG92,100,96,91,83,76,66,60,47,38,27,22,15.69999981
E440,2,7085,49,2,1,1,UG01,TP1,1,BG92,100,96,88,81,73,62,54,38,27,18,15,11.39999962
E444,3,7085,49,3,1,1,UG01,TP1,1,BG91,100,100,100,100,99,82,66,36,21,12,10,6.699999809
E454,2,7085,49,2,1,1,UG01,TP1,1,BG92,100,96,88,81,73,62,54,38,27,18,15,11.39999962
E456,1,7085,49,1,1,1,SS01,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962
E459,3,7085,49,3,1,1,UG01,TP1,1,BG91,100,100,100,100,99,82,66,36,21,12,10,6.699999809
1681,1,1681,50,1,1,2,SS01,TP1,1,BS55,84,77,72,67,64,59,56,51,44,35,29,25
C350,2,1801,53,2,1,1,UG01,BA*,1,BG**,100,100,100,100,99,95,79,48,32,18,12,9.199999809
4003,2,4003,54,2,1,2,SS01,BX02,1,BGX02,100,100,98,87,73,62,56,46,39,31,20,13.19999981
0113,2,0113,55,2,2,2,SS01,BAX12,1,BSX12,100,100,100,99,96,88,83,73,64,39,18,10.80000019
0113,3,0114,55,3,1,2,UG01,B18,1,BG11,100,100,100,100,96,82,74,62,53,29,15,9.399999619
0114,2,0122,55,2,1,1,UG01,B9,1,BG02,100,100,100,100,96,84,77,64,54,30,15,9.199999809
0116,1,0117,55,1,1,1,SS01,B7,1,BS07,100,100,100,100,96,83,77,65,54,29,14,8.399999619
0116,1,0119,55,1,1,1,SS01,B5,1,BS05,100,95,93,88,84,79,76,70,63,40,17,10.10000038
0116,2,0122,55,2,1,1,UG01,B9,1,BG02,100,100,100,100,96,84,77,64,54,30,15,9.199999809
0116,2,0122,55,2,2,2,SS01,BAX09,1,BGX09,100,94,90,84,78,70,66,57,47,25,9,5.400000095
0116,3,0122,55,3,2,2,SS01,BAX02,1,BGX02,100,100,99,98,95,84,78,65,54,28,13,8.300000191
0117,2,0122,55,2,2,2,SS01,BAX09,1,BGX09,100,94,90,84,78,70,66,57,47,25,9,5.400000095
0118,1,0119,55,1,1,1,SS01,B5,1,BS05,100,95,93,88,84,79,76,70,63,40,17,10.10000038
0118,2,0115,55,2,1,1,UG01,B11,1,BG04,100,94,88,86,84,78,73,67,60,40,19,10.5
0118,4,0114,55,3,1,2,UG01,B18,1,BG11,100,100,100,100,96,82,74,62,53,29,15,9.399999619
0119,1,0123,55,1,1,1,SS01,B6,1,BS06,100,100,100,100,99,87,79,67,55,29,15,10
0503,2,0561,6,2,1,2,SS01,TP3,1,BG91,100,100,97,90,86,79,74,63,47,25,16,10.19999981
0504,1,0502,6,1,1,2,SS01,TP1,1,BS93,100,100,100,100,100,100,100,99,96,59,31,13.39999962
0504,1,0505,6,1,1,2,SS01,BA4,1,BS02,100,98,93,89,84,78,73,62,50,30,19,11.19999981
0504,2,0560,6,2,1,1,UG02,BA7,1,BG01,100,100,92,81,68,53,45,34,28,18,10,5.599999905
0504,2,0564,6,2,1,2,SS01,BA10,1,BG02,100,100,100,97,94,85,80,65,49,27,17,10.60000038
0504,2,0566,6,2,1,2,SS01,TP4,1,BG91,100,95,89,79,72,64,59,50,39,22,14,8.699999809
0505,2,0502,6,2,3,1,UG01,BA020*,4,BG020*,100,100,98,95,91,80,74,59,46,26,17,11.19999981
0505,2,0561,6,2,1,2,SS01,TP3,1,BG91,100,100,97,90,86,79,74,63,47,25,16,10.19999981
0505,2,0568,6,2,1,1,UG01,BA12,1,BG02,100,100,100,97,93,83,76,62,49,28,18,11.5
0505,2,0568,6,2,1,1,UG01,BA11,1,BG01,100,100,100,98,94,86,78,63,50,29,19,12.39999962
0506,1,0505,6,1,1,2,SS01,BA4,1,BS02,100,98,93,89,84,78,73,62,50,30,19,11.19999981
0506,1,0566,6,1,1,1,SS01,TP4,1,BS92,100,100,100,100,100,100,100,99,98,67,34,18.79999924
0506,2,0568,6,2,1,1,UG01,BA12,1,BG02,100,100,100,97,93,83,76,62,49,28,18,11.5
0507,1,0501,6,1,1,1,SS01,BA1,1,BS01,100,100,100,100,100,100,100,99,96,66,35,16.70000076
0507,2,0505,6,2,1,2,UG01,BA4,1,BG02,100,100,100,97,93,85,79,64,37,19,13,8.300000191
0507,2,0561,6,2,1,2,SS01,TP3,1,BG91,100,100,97,90,86,79,74,63,47,25,16,10.19999981
0507,2,0568,6,2,1,1,UG01,BA11,1,BG01,100,100,100,98,94,86,78,63,50,29,19,12.39999962
0508,2,0502,6,2,1,2,UG01,TP1,1,BG92,100,100,95,95,95,89,85,71,50,29,20,11.69999981
0508,2,0508,6,2,3,1,UG01,BA080*,3,BG080*,100,100,96,89,84,76,71,58,45,27,17,10.60000038
0508,2,0560,6,2,1,1,UG02,BA8,1,BG02,100,100,94,82,72,62,54,44,36,23,14,7.900000095
0508,2,0564,6,2,1,2,SS01,BA9,1,BG01,100,100,98,95,90,82,74,60,47,28,19,12.60000038
0509,1,0509,6,1,1,2,SS01,BA6,1,BS02,100,100,100,100,100,99,98,97,91,60,35,20.39999962
0509,2,0502,6,2,3,1,UG01,BA020*,4,BG020*,100,100,98,95,91,80,74,59,46,26,17,11.19999981
0509,2,0509,6,2,1,2,UG01,BA5,1,BG01,100,100,100,94,90,80,73,57,33,16,11,7.099999905
0559,2,0501,6,2,1,1,UG01,BA2,1,BG02,100,100,98,96,93,85,80,67,57,36,23,12.69999981
0559,2,0501,6,2,1,1,UG01,BA1,1,BG01,100,100,100,98,95,88,82,69,61,35,22,12.69999981
0559,2,0568,6,2,1,1,UG01,BA12,1,BG02,100,100,100,97,93,83,76,62,49,28,18,11.5
0560,1,0504,6,1,3,2,SS01,BA040*,3,BS040*,100,100,100,100,98,95,93,88,81,52,33,20.20000076
0560,1,0505,6,1,1,2,SS01,BA4,1,BS02,100,98,93,89,84,78,73,62,50,30,19,11.19999981
0560,1,0561,6,1,1,2,SS01,TP3,1,BS93,100,100,100,100,100,100,100,99,92,52,28,15.89999962
0560,2,0505,6,2,1,2,UG01,BA4,1,BG02,100,100,100,97,93,85,79,64,37,19,13,8.300000191
0560,2,0566,6,2,1,2,SS01,TP4,1,BG91,100,95,89,79,72,64,59,50,39,22,14,8.699999809
0561,1,0501,6,1,1,1,SS01,BA2,1,BS02,100,100,100,99,99,98,97,96,91,58,29,16.39999962
0561,1,0505,6,1,1,2,SS01,BA3,1,BS01,100,100,100,100,100,99,98,95,90,52,30,17.20000076
0561,2,0501,6,2,1,1,UG01,BA1,1,BG01,100,100,100,98,95,88,82,69,61,35,22,12.69999981
0561,2,0505,6,2,1,2,UG01,BA3,1,BG01,100,100,100,99,95,87,80,63,38,20,14,9.399999619
0561,2,0561,6,2,1,2,SS01,TP3,1,BG91,100,100,97,90,86,79,74,63,47,25,16,10.19999981
A330,2,1016,27,2,1,1,SS01,BX01,1,BGX01,100,100,100,100,96,87,83,74,64,34,17,11.89999962
A350,2,1016,27,2,1,2,UG01,TP1,1,BG55,100,100,100,100,95,87,82,72,63,34,18,13.60000038
B320,1,6251,27,1,1,1,SS01,BX02,1,BSX02,100,100,100,100,100,100,100,99,97,63,20,6.300000191
B340,1,6251,27,1,1,1,SS01,BX02,1,BSX02,100,100,100,100,100,100,100,99,97,63,20,6.300000191
C330,1,1028,27,1,1,1,SS01,BX01,1,BSX01,100,100,100,100,100,100,99,97,92,50,14,7.5
D320,2,1019,27,2,1,2,UG01,TP1,1,BG55,100,100,100,100,98,87,80,68,57,31,14,8.399999619
0805,2,0805,28,2,3,2,SS01,BA509,1,BG305,100,100,100,99,92,85,80,69,60,34,15,13.30000019
0805,2,0805,28,2,3,1,SS01,BAX07,1,BGX01,100,100,100,98,96,90,85,75,66,35,14,12.10000038
1016,1,1016,28,1,1,2,SS01,TP1,1,BS55,100,100,100,99,97,96,94,92,91,85,46,25.70000076
1608,1,1608,42,1,1,1,SS01,BX02,1,BSX02,100,100,96,96,94,91,89,84,77,59,52,47.59999847
1610,2,1610,42,2,1,1,SS01,BX01,1,BGX01,100,100,96,85,76,61,53,39,28,15,10,7.599999905
1614,1,1614,42,1,1,2,SS01,BX03,2,BSX03,100,100,100,99,96,93,88,79,69,58,49,45.70000076
1617,1,1617,42,1,1,2,SS01,BX04,1,BSX04,86,86,85,83,80,76,74,71,67,55,46,35.70000076
1623,2,1623,42,2,1,2,SS01,BX01,1,BGX01,100,100,100,93,81,62,49,34,25,18,14,11.39999962
1627,2,1627,42,2,1,1,UG01,BA*,1,BG**,100,100,100,91,81,70,61,48,39,32,23,16.70000076
1691,1,1691,42,1,1,1,SS01,BX04,1,BSX04,97,96,91,86,82,77,71,61,51,34,20,14.39999962
9027,2,9027,42,2,1,2,SS01,BX01,1,BGX01,100,100,98,90,85,75,67,53,40,18,12,8.100000381
A320,2,1605,42,2,1,1,SS01,BX01,1,BGX01,100,100,100,98,96,84,73,56,41,25,20,17
A340,2,1605,42,2,1,2,UG01,TP1,1,BG55,100,100,100,97,83,64,53,37,24,13,10,8.699999809
1011,1,1011,45,1,1,2,SS01,BA*,1,BS**,100,100,100,100,100,100,99,98,96,92,73,17.79999924
1024,1,1024,45,1,1,1,SS01,BA*,1,BS**,100,100,100,99,98,96,94,90,85,57,36,30.10000038
1025,2,1025,45,2,1,2,UG01,TP1,1,BG55,100,100,100,93,81,65,58,45,35,19,12,5.900000095
1002,1,1002,25,1,1,2,SS01,TP1,2,BS55,100,100,100,100,100,100,99,99,98,72,19,7.099999905
0802,1,0802,53,1,1,2,SS01,B3,1,BS03,100,97,95,91,84,77,74,66,57,48,45,41.79999924
0802,2,0802,53,2,1,2,SS01,B3,1,BG13,100,91,84,72,67,59,55,48,36,24,20,15.39999962
0802,4,0801,53,4,1,1,UG02,B4,1,BG01,100,100,100,100,99,82,74,56,36,18,14,10.39999962
0802,4,0801,53,4,1,2,UG01,B5,1,BG02,,,,100,98,79,72,53,32,15,12,9.600000381
0802,4,0801,53,4,2,1,SS01,BA261,4,BG261,100,100,100,97,89,69,59,45,29,18,15,13.19999981
1006,3,1006,53,3,1,2,UG01,TP1,1,BG91,100,100,100,100,100,97,87,61,40,18,12,7.400000095
1008,1,1008,53,1,1,1,SS01,BA*,1,BS**,100,100,100,94,86,75,69,49,31,17,14,11
1501,2,1501,53,2,1,2,UG01,TP1,1,BG93,100,94,93,91,84,74,64,38,20,11,9,7.099999905
1501,4,1501,53,4,1,1,UG01,BA*,1,BG**,100,100,100,100,100,96,85,54,34,11,7,5.199999809
1801,1,1801,53,1,1,2,SS01,TP1,1,BS92,100,93,90,85,80,75,72,70,69,61,24,17
3011,2,3011,53,2,1,2,UG01,BA*,1,BG**,100,100,100,100,100,98,92,69,56,25,10,5.599999905
3011,2,3011,53,2,1,1,UG01,BA*,1,BG**,100,100,100,100,100,98,92,71,56,25,10,5.900000095
3013,4,3013,53,4,1,1,UG01,BA*,1,BG**,100,100,100,100,100,98,85,62,44,17,12,8.5
2001,2,2001,38,2,1,2,UG01,TP1,1,BG55,100,100,100,100,100,97,92,82,69,43,25,17
0566,1,0505,6,1,1,2,SS01,BA4,1,BS02,100,98,93,89,84,78,73,62,50,30,19,11.19999981
0566,2,0502,6,2,3,1,UG01,BA020*,4,BG020*,100,100,98,95,91,80,74,59,46,26,17,11.19999981
0566,2,0560,6,2,1,1,UG02,BA8,1,BG02,100,100,94,82,72,62,54,44,36,23,14,7.900000095
0566,2,0568,6,2,1,1,UG01,BA11,1,BG01,100,100,100,98,94,86,78,63,50,29,19,12.39999962
0568,2,0564,6,2,1,2,SS01,BA9,1,BG01,100,100,98,95,90,82,74,60,47,28,19,12.60000038
0568,2,0564,6,2,1,2,SS01,BA10,1,BG02,100,100,100,97,94,85,80,65,49,27,17,10.60000038
0569,2,0501,6,2,1,1,UG01,BA1,1,BG01,100,100,100,98,95,88,82,69,61,35,22,12.69999981
0103,2,0103,20,2,2,2,SS01,BA325,2,BG305,100,100,100,100,100,100,100,100,100,92,66,27.79999924
0106,2,0103,20,2,2,2,SS01,BA325,2,BG305,100,100,100,100,100,100,100,100,100,92,66,27.79999924
0106,2,0109,20,3,2,1,SS01,BAX03,3,BGX03,100,100,100,100,98,98,97,96,94,87,60,22
0107,3,0101,20,4,1,2,UG01,B12,1,BG01,100,100,100,99,90,77,66,46,32,17,12,9.5
0107,3,0108,20,3,1,2,UG01,B14,1,BG03,100,100,100,96,83,63,51,36,26,16,11,8.800000191
0109,3,0102,20,3,1,1,UG01,B2,1,BG12,100,100,100,98,89,73,65,46,33,18,12,10.30000019
0109,3,0103,20,2,2,2,SS01,BA325,2,BG305,100,100,100,100,100,100,100,100,100,92,66,27.79999924
0109,4,0101,20,4,1,2,UG01,B12,1,BG01,100,100,100,99,90,77,66,46,32,17,12,9.5
0109,4,0109,20,4,2,2,SS01,BAX02,3,BGX02,100,100,100,97,83,66,56,42,28,16,12,9.399999619
0109,4,0109,20,4,2,1,SS01,BA313,3,BG302,100,100,100,98,87,70,61,44,32,20,15,12.69999981
1001,2,1001,26,2,1,2,UG01,TP1,1,BG56,100,100,100,100,98,87,79,62,51,28,10,6.5
1001,2,1001,26,2,1,1,SS01,BX01,1,BGX01,100,100,100,100,96,81,72,55,45,25,9,6.099999905
1004,2,1004,26,2,1,2,UG01,TP1,1,BG55,100,100,100,100,97,85,76,59,46,22,12,7.099999905
1004,2,1004,26,2,1,1,SS01,BX01,1,BGX01,100,100,100,100,98,87,80,62,45,22,12,7.5
1013,3,1013,26,3,1,1,SS01,BX02,2,BGX02,100,100,100,100,95,82,75,58,42,20,6,2.5
7072,2,7072,26,2,1,2,UG01,TP1,1,BG56,100,100,99,95,91,84,80,67,56,36,18,9.600000381
7072,3,7072,26,3,1,1,SS01,BX01,1,BGX01,100,100,98,95,92,85,80,68,56,33,14,6.800000191
A310,3,1013,26,3,1,1,SS01,BX02,2,BGX02,100,100,100,100,95,82,75,58,42,20,6,2.5
A340,1,1013,26,1,1,1,SS01,BX03,2,BSX03,100,100,100,99,98,97,97,95,93,58,9,3.900000095
A350,2,1013,26,2,1,1,SS01,BX01,2,BGX01,100,100,100,100,100,99,99,98,97,92,29,7.699999809
3801,1,3801,39,1,1,1,SS01,BX02,1,BSX02,100,100,100,93,90,84,80,69,61,53,50,46.09999847
A412,1,4018,39,1,1,2,SS01,BX02,1,BSX02,91,90,83,77,70,61,55,42,27,8,5,3.200000048
B410,1,3801,39,1,1,1,SS01,BX02,1,BSX02,100,100,100,93,90,84,80,69,61,53,50,46.09999847
0113,3,0117,40,3,2,2,UG01,B8,1,BG02,100,100,100,96,85,69,60,46,33,17,13,9.600000381
0117,1,0114,40,1,1,2,SS01,B1,1,BS01,97,97,96,95,94,93,92,89,84,60,42,31
0118,1,0116,40,1,1,2,SS01,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076
0118,1,0122,40,1,1,2,SS01,B4,1,BS04,100,100,100,99.80000305,99,98,97,95,91,72,52,38.79999924
0118,2,0123,40,2,5,2,SS01,BA303,2,BT303,100,100,100,100,95,79,69,55,42,24,18,13.30000019
0118,3,0120,40,3,2,2,UG01,B9,1,BG03,100,100,100,97,94,85,78,63,47,25,17,11.69999981
0119,1,0116,40,1,1,2,SS01,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076
0119,2,0114,40,2,5,2,SS01,BA501,2,BT301,100,100,100,98,87,72,63,48,33,18,14,10.30000019
0119,2,0123,40,2,5,2,SS01,BA303,2,BT303,100,100,100,100,95,79,69,55,42,24,18,13.30000019
0120,1,0123,40,1,1,2,SS01,B6,1,BS06,100,100,100,100,100,99.80000305,100,99,97,75,56,45.90000153
0120,2,0113,40,2,5,1,SS01,BA502,2,BT302,100,100,100,98,90,75,66,52,39,24,19,14.10000038
0121,1,0123,40,1,1,2,SS01,B6,1,BS06,100,100,100,100,100,99.80000305,100,99,97,75,56,45.90000153
0124,1,0120,40,1,1,2,SS01,B5,1,BS05,100,100,100,100,99.69999695,99,98,97,93,71,53,43.5
0160,1,0122,40,1,1,2,SS01,B4,1,BS04,100,100,100,99.80000305,99,98,97,95,91,72,52,38.79999924
0503,1,0502,40,1,1,1,SS01,BA2,1,BS02,100,100,100,100,100,99,99,98,96,73,58,48.29999924
0504,1,0504,40,1,1,1,SS01,BA5,1,BS05,100,100,97,95,94,92,91,87,79,49,34,25
0506,1,0504,40,1,1,1,SS01,BA4,1,BS04,100,100,100,99,99,97,96,93,85,52,38,29.39999962
0508,1,0502,40,1,1,1,SS01,BA2,1,BS02,100,100,100,100,100,99,99,98,96,73,58,48.29999924
4161,1,4161,40,1,1,2,SS01,BA*,2,BS**,100,100,100,100,100,100,100,100,100,99,99,33
5021,1,5021,40,1,1,1,SS01,BA*,1,BS**,100,99,96,91,85,74,68,56,53,47,43,20
0115,1,0121,48,1,1,2,SS01,B4,1,BS04,100,100,100,100,100,100,99.69999695,99.5,99.30000305,99.09999847,54.70000076,8.5
0115,2,0114,48,2,6,1,SS01,BAX01,2,BGX01,100,100,100,100,100,98,96,84,62,46,36,21.79999924
0116,1,0116,48,1,1,2,SS01,B10,1,BS10,100,100,100,100,100,100,100,99.69999695,99.40000153,99,53.59999847,7.300000191
0116,2,0114,48,2,6,1,SS01,BAX01,2,BGX01,100,100,100,100,100,98,96,84,62,46,36,21.79999924
0117,1,0113,48,1,1,2,SS01,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99.69999695,62,6.400000095
0117,3,0114,48,3,6,1,SS01,BAX04,2,BGX04,100,100,100,96,84,60,50,36,25,21,15,8.600000381
0117,3,0117,48,3,1,2,UG01,B17,1,BG17,100,99.40000153,98.90000153,88.80000305,72.19999695,56,50.59999847,40.59999847,26.5,19.79999924,11.10000038,5.900000095
0117,3,0119,48,3,1,2,UG01,B14,1,BG14,100,100,99.69999695,92.09999847,76.19999695,57.79999924,51.29999924,39.59999847,24.79999924,19.20000076,12.19999981,6.400000095
0117,3,0121,48,3,6,1,SS01,BAX05,2,BGX05,100,100,100,95,88,74,64,52,34,29,21,10.39999962
0118,2,0114,48,2,6,1,SS01,BAX01,2,BGX01,100,100,100,100,100,98,96,84,62,46,36,21.79999924
0118,3,0117,48,3,1,2,UG01,B17,1,BG17,100,99.40000153,98.90000153,88.80000305,72.19999695,56,50.59999847,40.59999847,26.5,19.79999924,11.10000038,5.900000095
0119,1,0113,48,1,1,2,SS01,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99.69999695,62,6.400000095
0119,1,0121,48,1,1,2,SS01,B4,1,BS04,100,100,100,100,100,100,99.69999695,99.5,99.30000305,99.09999847,54.70000076,8.5
0120,1,0117,48,1,1,2,SS01,B8,1,BS08,100,100,100,100,100,100,99.40000153,99.30000305,99.09999847,98.69999695,53.29999924,7.800000191
0120,3,0117,48,3,1,2,UG01,B17,1,BG17,100,99.40000153,98.90000153,88.80000305,72.19999695,56,50.59999847,40.59999847,26.5,19.79999924,11.10000038,5.900000095
0121,1,0113,48,1,1,2,SS01,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99.69999695,62,6.400000095
0121,3,0119,48,3,1,2,UG01,B14,1,BG14,100,100,99.69999695,92.09999847,76.19999695,57.79999924,51.29999924,39.59999847,24.79999924,19.20000076,12.19999981,6.400000095
0122,1,0113,48,1,1,2,SS01,B7,1,BS07,100,100,100,100,100,100,100,99.90000153,99.80000305,99.69999695,62,6.400000095
0122,1,0164,48,1,1,2,SS01,B6,1,BS06,100,100,100,100,100,100,99.40000153,99.40000153,99.19999695,99.09999847,62.70000076,8.600000381
0123,1,0123,48,1,1,2,SS01,B9,1,BS09,100,100,100,100,100,96.90000153,96.90000153,95.59999847,94.80000305,94.09999847,50.09999847,8.199999809
0123,1,0162,48,1,1,2,SS01,B2,1,BS02,100,100,100,100,100,100,100,99.90000153,99.5,99.30000305,65.59999847,6.199999809
0123,1,0167,48,1,1,2,SS01,B5,1,BS05,100,100,100,100,100,98.59999847,98.30000305,98,97.59999847,97.30000305,57.59999847,8.100000381
0124,1,0121,48,1,1,2,SS01,B4,1,BS04,100,100,100,100,100,100,99.69999695,99.5,99.30000305,99.09999847,54.70000076,8.5
0161,1,0116,48,1,1,2,SS01,B10,1,BS10,100,100,100,100,100,100,100,99.69999695,99.40000153,99,53.59999847,7.300000191
0161,1,0117,48,1,1,2,SS01,B8,1,BS08,100,100,100,100,100,100,99.40000153,99.30000305,99.09999847,98.69999695,53.29999924,7.800000191
0162,1,0167,48,1,1,2,SS01,B5,1,BS05,100,100,100,100,100,98.59999847,98.30000305,98,97.59999847,97.30000305,57.59999847,8.100000381
0163,1,0119,48,1,1,2,SS01,B3,1,BS03,100,100,100,100,98,98,97.59999847,96.90000153,96.19999695,95.5,61.79999924,7.300000191
0163,1,0162,48,1,1,2,SS01,B2,1,BS02,100,100,100,100,100,100,100,99.90000153,99.5,99.30000305,65.59999847,6.199999809
0163,2,0114,48,2,6,1,SS01,BAX01,2,BGX01,100,100,100,100,100,98,96,84,62,46,36,21.79999924
0163,2,0121,48,2,6,1,SS01,BAX02,2,BGX02,100,100,100,100,100,97,93,79,58,43,33,18.89999962
0164,1,0123,48,1,1,2,SS01,B9,1,BS09,100,100,100,100,100,96.90000153,96.90000153,95.59999847,94.80000305,94.09999847,50.09999847,8.199999809
