LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,SAMPLE_NO,LIQUID_LIMIT,PLASTIC_LIMIT,PLASTICITY_INDEX,CONSTRUCTION_NO
3,0509,0508,1,3,1,2,BA6,BG11,0,0,NP,1
1,0563,0506,1,1,1,1,BA1,BS01,0,0,NP,1
1,0563,0508,1,1,1,2,BA4,BS04,0,0,NP,1
2,0563,0504,1,2,4,2,BA304,BG310,25,16,9,2
2,0563,0508,1,2,1,2,BA4,BG08,,,NP,1
3,0563,0506,1,3,4,2,BA501,BG307,25,17,8,2
3,0563,0506,1,3,4,2,BA302,BG303,23,18,5,2
3,0563,0506,1,3,1,1,BA1,BG01,,,NP,1
3,0563,0508,1,3,1,2,BA6,BG11,0,0,NP,1
3,0563,0508,1,3,1,2,BA4,BG07,0,0,NP,1
1,0564,0506,1,1,4,2,BA303,BS303,22,16,6,2
1,0564,0506,1,1,1,1,BA2,BS02,0,0,NP,1
3,0108,0108,19,3,2,1,BAX01,BGX01,14,12,2,2
3,0108,0109,19,3,2,2,BAX02,BGX02,14,14,NP,2
1,0109,0109,19,1,2,2,BAX12,BSX12,57,14,43,2
3,0109,0108,19,3,1,2,B9,BG03,,,NP,1
3,0109,0109,19,3,2,2,BAX02,BGX02,14,14,NP,2
1,0110,0105,19,1,2,2,BA319,BS329,51,16,35,3
1,0110,0109,19,1,2,2,BAX12,BSX12,57,14,43,2
2,0110,0108,19,2,2,1,BAX04,BSX04,29,11,18,2
2,0110,0112,19,2,2,1,BAX07,BSX07,32,11,21,2
2,0111,0109,19,2,2,2,BAX06,BSX06,34,9,25,2
2,0112,0109,19,2,1,2,TP05,BS05,37,13,24,1
3,0159,0102,19,3,2,1,BAX03,BGX03,15,11,4,3
3,0159,0108,19,3,2,1,BAX01,BGX01,14,12,2,2
2,0213,0218,19,2,3,2,BAX04,BSX04,33,16,17,1
2,0213,0221,19,2,3,2,BAX07,BSX07,32,15,17,1
1,0214,0224,19,1,3,2,BAX15,BSX15,31,12,19,1
2,0215,0218,19,2,3,2,BAX04,BSX04,33,16,17,1
3,0215,0216,19,3,1,2,B15,BG09,,,NP,1
2,0216,0221,19,2,3,2,BAX07,BSX07,32,15,17,1
2,0217,0218,19,2,1,2,B1,BG01,36,15,21,1
1,0218,0224,19,1,3,2,BAX15,BSX15,31,12,19,1
2,0218,0221,19,2,3,2,BAX07,BSX07,32,15,17,1
2,0218,0222,19,2,1,2,B5,BG05,31,14,17,1
1,0219,0216,19,1,1,2,B3,BS03,34,16,18,1
1,0219,0220,19,1,1,2,B2,BS02,33,15,18,1
1,0221,0224,19,1,1,2,B6,BS06,33,15,18,1
2,0221,0222,19,2,1,2,B5,BG05,31,14,17,1
3,0221,0214,19,3,1,1,B14,BG08,,,NP,1
1,0222,0218,19,1,1,2,B1,BS01,43,17,26,1
2,0222,0214,19,2,1,2,B4,BG04,35,15,20,1
2,0222,0216,19,2,1,2,B3,BG03,37,15,22,1
2,0222,0221,19,2,3,2,BAX07,BSX07,32,15,17,1
2,0222,0222,19,2,1,2,B5,BG05,31,14,17,1
1,0224,0214,19,1,1,2,B4,BS04,34,15,19,1
1,0224,0224,19,1,3,2,BAX15,BSX15,31,12,19,1
2,0224,0221,19,2,3,2,BAX07,BSX07,32,15,17,1
1,0259,0218,19,1,1,2,B1,BS01,43,17,26,1
1,0601,0605,19,1,1,1,TP-1,BS-55,26,16,10,1
2,0601,0606,19,2,1,1,TP-3,BG-57,,,NP,1
1,0602,0608,19,1,2,2,BAX05,BSX05,30,9,21,5
2,0602,0604,19,2,2,2,BA309,BG305,18,17,1,6
2,0602,0608,19,2,2,2,BAX02,BGX02,18,15,3,5
2,0603,0601,19,2,3,1,BAX01,BGX01,25,26,NP,8
2,0603,0604,19,2,2,2,BA309,BG305,18,17,1,6
2,0604,0601,19,2,3,1,BAX01,BGX01,25,26,NP,8
2,0604,0604,19,2,1,1,TP-2,BG-56,,,NP,1
2,0607,0601,19,2,3,1,BAX01,BGX01,25,26,NP,8
2,0607,0604,19,2,1,1,TP-2,BG-56,,,NP,1
1,0608,0606,19,1,1,1,TP-3,BS-57,28,15,13,1
3,0702,0705,19,3,1,1,TP3,BG05,,,NP,2
1,0703,0705,19,1,1,1,TP3,BS03,27,13,14,2
2,0704,0702,19,2,1,1,TP1,BG02,26,13,13,2
2,0705,0702,19,2,1,1,TP1,BG02,26,13,13,2
2,0705,0707,19,2,1,1,TP2,BG04,32,13,19,2
2,0706,0705,19,2,1,1,TP3,BG06,27,13,14,2
3,0707,0702,19,3,1,1,TP1,BG01,,,NP,2
2,0709,0702,19,2,1,1,TP1,BG02,26,13,13,2
2,0759,0705,19,2,1,1,TP3,BG06,27,13,14,2
3,0759,0707,19,3,1,1,TP2,BG03,,,NP,2
1,3009,3009,19,1,1,1,BX03,BSX03,0,0,NP,1
1,3028,3028,19,1,1,1,BX01,BSX01,29,14,15,1
1,3033,3033,19,1,1,2,TP1,BS55,28,13,15,1
2,3055,3055,19,2,1,2,TP1,BG55,14,0,NP,1
1,5046,5046,19,1,1,2,TP1,BS55,15,13,2,2
3,9126,9126,19,3,1,2,TP1,BG55,0,0,NP,2
2,A320,6150,19,2,1,1,BX01,BGX01,0,0,NP,1
2,A330,6150,19,2,1,1,BX01,BGX01,0,0,NP,1
1,A350,6150,19,1,1,1,BX03,BSX03,38,21,17,1
2,A350,6150,19,2,1,2,BX02,BGX02,0,0,NP,1
1,B410,3009,19,1,1,1,BX03,BSX03,0,0,NP,1
2,B430,3009,19,2,1,1,BX01,BGX01,27,13,14,1
1,0101,0102,20,1,1,2,B2,BS08,19,18,1,1
1,0101,0105,20,1,1,2,B6,BS04,,,NP,1
3,0101,0109,20,3,2,1,BAX03,BGX03,21,18,3,3
4,0101,0105,20,4,1,2,B15,BG04,16,14,2,1
1,0102,0101,20,1,1,2,B17,BS18,27,17,10,1
1,0102,0105,20,1,1,2,B6,BS04,,,NP,1
2,0102,0109,20,2,1,2,B4,BS01,,,NP,1
1,0103,0103,20,1,1,2,B7,BS06,21,17,4,1
2,0103,0159,20,2,2,2,BAX15,BGX15,36,22,14,2
2,0104,0109,20,3,2,1,BAX03,BGX03,21,18,3,3
4,0105,0101,20,4,1,2,B12,BG01,17,15,2,1
4,0105,0105,20,4,1,2,B15,BG04,16,14,2,1
3,0106,0109,20,4,2,2,BA315,BG304,14,13,1,3
1,0107,0107,20,1,1,2,B3,BS07,,,NP,1
2,0107,0103,20,2,2,2,BA325,BG305,22,23,NP,2
1,0108,0101,20,1,1,2,B17,BS17,27,18,09,1
1,0108,0102,20,1,1,2,B18,BS19,22,18,04,1
3,0108,0102,20,4,1,2,B13,BG02,16,14,2,1
3,0108,0109,20,4,2,2,BA315,BG304,14,13,1,3
1,0109,0109,20,1,1,2,B4,BS02,,,NP,1
1,0110,0102,20,1,1,2,B2,BS08,19,18,1,1
1,0110,0105,20,1,1,2,B6,BS05,,,NP,1
3,0110,0109,20,3,2,1,BA313,BG303,21,18,3,3
1,0111,0101,20,1,1,2,B17,BS17,27,18,09,1
1,0111,0105,20,1,1,2,B6,BS05,,,NP,1
2,0111,0109,20,3,2,1,BA313,BG303,21,18,3,3
1,0112,0103,20,1,1,2,B7,BS06,21,17,4,1
2,0112,0103,20,2,2,2,BA325,BG305,22,23,NP,2
2,0112,0159,20,2,2,2,BAX15,BGX15,36,22,14,2
1,0159,0159,20,1,2,2,BA305,BS303,41,17,24,2
1,0159,0159,20,1,1,2,B1,BS10,20,17,3,1
2,0159,0159,20,2,2,2,BAX15,BGX15,36,22,14,2
1,0160,0159,20,1,1,2,B1,BS10,20,17,3,1
2,0160,0109,20,3,2,1,BAX03,BGX03,21,18,3,3
4,0160,0101,20,4,1,2,B12,BG01,17,15,2,1
4,0160,0105,20,4,1,2,B15,BG04,16,14,2,1
4,0160,0108,20,3,1,2,B14,BG03,16,14,2,1
2,0161,0103,20,2,2,2,BA325,BG305,22,23,NP,2
3,0161,0102,20,4,1,2,B13,BG02,16,14,2,1
3,0161,0109,20,4,2,1,BA313,BG302,12,13,NP,3
3,0161,0109,20,4,2,2,BAX02,BGX02,14,13,1,3
2,0162,0103,20,2,2,2,BA325,BG305,22,23,NP,2
2,0163,0159,20,2,2,2,BA305,BG301,30,37,NP,2
3,0163,0102,20,4,1,2,B13,BG02,16,14,2,1
3,0163,0105,20,4,1,2,B15,BG04,16,14,2,1
3,0163,0109,20,4,2,1,BA313,BG302,12,13,NP,3
1,0201,0212,20,1,1,2,B5,BS05,56,42,14,1
2,0201,0212,20,2,2,1,BAX04,BGX04,38,15,23,2
3,0201,0209,20,3,2,1,BAX03,BGX03,23,16,7,2
1,0202,0201,20,1,1,7,B2,BS02,43,19,24,1
1,0202,0201,20,1,1,2,B2,BS02,47,16,31,1
1,0202,0203,20,1,1,2,B1,BS01,42,15,27,1
1,0202,0206,20,1,1,2,B3,BS03,47,18,29,1
1,0202,0212,20,1,1,7,B5,BS05,46,18,28,1
1,0203,0211,20,1,1,7,B11,BS11,34,17,17,1
3,0203,0202,20,3,1,2,B8,BG08,18,16,2,1
3,0203,0212,20,3,2,1,BAX01,BGX01,24,16,8,2
1,0204,0203,20,1,1,2,B1,BS01,42,15,27,1
1,0204,0207,20,1,1,7,B4,BS04,34,15,19,1
1,0204,0211,20,1,1,7,B11,BS11,34,17,17,1
1,0204,0212,20,1,2,1,BAX07,BSX07,50,14,36,2
2,0204,0211,20,2,2,1,BAX05,BGX05,45,16,29,2
1,0205,0210,20,1,1,7,B6,BS06,33,16,17,1
1,0205,0259,20,1,1,2,B12,BS12,37,14,23,1
2,0205,0211,20,2,2,1,BAX05,BGX05,45,16,29,2
1,0206,0203,20,1,1,2,B1,BS01,42,15,27,1
1,0206,0203,20,1,1,7,B1,BS01,38,17,21,1
1,0206,0259,20,1,1,7,B12,BS12,36,15,21,1
1,0206,0259,20,1,1,2,B12,BS12,37,14,23,1
1,0207,0210,20,1,1,2,B6,BS06,35,14,21,1
1,0207,0212,20,1,2,1,BAX07,BSX07,50,14,36,2
1,0209,0203,20,1,1,2,B1,BS01,42,15,27,1
1,0209,0206,20,1,1,7,B3,BS03,44,18,26,1
1,0209,0207,20,1,1,2,B4,BS04,40,14,26,1
1,0209,0209,20,1,2,1,BAX09,BSX09,48,15,33,2
1,0209,0212,20,1,2,1,BAX07,BSX07,50,14,36,2
1,0210,0201,20,1,1,2,B2,BS02,47,16,31,1
1,0210,0206,20,1,1,7,B3,BS03,44,18,26,1
1,0210,0207,20,1,1,7,B4,BS04,34,15,19,1
1,0210,0207,20,1,1,2,B4,BS04,40,14,26,1
1,0210,0210,20,1,1,2,B6,BS06,35,14,21,1
1,0210,0212,20,1,2,1,BAX07,BSX07,50,14,36,2
2,0210,0212,20,2,2,1,BAX04,BGX04,38,15,23,2
3,0210,0201,20,3,1,7,B7,BG07,,,NP,1
3,0210,0202,20,3,1,2,B8,BG08,18,16,2,1
3,0210,0202,20,3,1,7,B8,BG08,,,NP,1
1,0211,0206,20,1,1,7,B3,BS03,44,18,26,1
1,0211,0212,20,1,1,7,B5,BS05,46,18,28,1
1,0211,0212,20,1,1,2,B5,BS05,56,42,14,1
1,0212,0207,20,1,1,7,B4,BS04,34,15,19,1
1,0212,0259,20,1,1,2,B12,BS12,37,14,23,1
3,0212,0204,20,3,1,1,B9,BG09,19,16,3,1
1,0259,0207,20,1,1,7,B4,BS04,34,15,19,1
1,1006,1006,20,1,1,1,BX01,BSX01,24,20,4,1
1,3013,3013,20,1,1,1,BA1,BS01,48,23,25,1
1,3060,3060,20,1,1,1,BX02,BSX02,31,20,11,1
1,4052,4052,20,1,1,1,BA1,BS01,21,16,5,1
1,4063,4063,20,1,1,2,BA4,BS04,23,16,7,1
1,4067,4067,20,1,1,2,TP1,BS55,53,19,34,1
3,4067,4067,20,3,1,2,TP1,BG55,0,0,NP,1
1,7073,7073,20,1,1,2,BX04,BSX04,0,0,NP,1
1,7085,7085,20,1,1,1,BX03,BSX03,44,19,25,1
2,9037,9037,20,2,1,1,BX01,BGX01,24,16,8,1
1,A320,1005,20,1,1,2,TP1,BS55,49,18,31,1
1,A410,4054,20,1,1,2,BX02,BSX02,46,20,26,1
1,A430,4054,20,1,1,2,BX02,BSX02,46,20,26,1
1,B340,1010,20,1,1,2,TP1,BS55,25,17,8,1
2,B410,4016,20,2,1,2,BA4,BG04,22,18,4,1
1,6040,6040,21,1,1,1,BX02,BSX02,53,25,28,1
1,6043,6043,21,1,1,2,TP1,BS55,27,21,6,2
2,6043,6043,21,2,1,1,BX01,BGX01,0,0,NP,2
1,A330,1010,21,1,1,2,TP1,BS55,33,22,11,2
2,A330,1010,21,2,1,2,TP1,BG55,0,0,NP,2
3,0114,0120,22,3,5,1,BAX01,BGX01,18,18,NP,1
1,0115,0118,22,1,1,2,B4,BS04,44,18,26,1
3,0115,0121,22,3,5,1,BAX02,BGX02,18,15,3,1
3,0116,0120,22,3,5,1,BAX01,BGX01,18,18,NP,1
1,0117,0124,22,1,1,2,B3,BS03,44,22,22,1
3,0117,0121,22,3,5,1,BAX02,BGX02,18,15,3,1
2,0119,0119,22,2,1,2,B1,BG01,25,19,6,1
1,0121,0113,22,1,1,2,B6,BS06,37,18,19,1
1,0122,0113,22,1,1,2,B6,BS06,37,18,19,1
3,0123,0113,22,3,5,1,BAX03,BGX03,19,19,NP,1
3,0123,0120,22,3,5,1,BAX01,BGX01,18,18,NP,1
3,0123,0121,22,3,5,1,BAX02,BGX02,18,15,3,1
3,0124,0120,22,3,5,1,BAX01,BGX01,18,18,NP,1
1,0707,0705,22,1,1,2,BA1,BS03,58,18,40,1
1,0708,0705,22,1,1,2,BA2,BS02,56,20,36,1
1,0708,0708,22,1,1,2,TP2,BS56,52,28,24,1
1,0501,0504,23,1,3,2,BA302,BS302,12,15,NP,3
3,0501,0507,23,3,3,2,BA303,BG306,13,16,NP,3
3,0502,0506,23,3,1,2,TP1,BG55,,,NP,1
3,0502,0559,23,3,1,2,TP2,BG57,,,NP,1
2,0503,0504,23,2,3,1,BAX03,BGX03,22,22,NP,3
3,0504,0506,23,3,1,2,TP1,BG55,,,NP,1
2,0506,0504,23,2,3,1,BAX03,BGX03,22,22,NP,3
3,0506,0504,23,3,3,1,BAX02,BGX02,13,16,NP,3
1,0507,0506,23,1,1,2,TP1,BS55,,,NP,1
3,0507,0503,23,3,3,2,BAX01,BGX01,13,15,NP,3
3,0507,0504,23,3,3,1,BAX02,BGX02,13,16,NP,3
2,0508,0506,23,2,1,2,TP1,BG56,,,NP,1
3,0508,0504,23,3,3,1,BAX02,BGX02,13,16,NP,3
3,0509,0503,23,3,3,2,BAX01,BGX01,13,15,NP,3
2,1001,1001,23,2,1,1,BX01,BGX01,0,0,NP,1
1,1026,1026,23,1,1,1,BA1,BS01,0,0,NP,1
2,1026,1026,23,2,1,2,TP1,BG55,0,0,NP,1
1,3013,3013,23,1,1,1,BX05,BSX05,0,0,NP,1
1,3013,3013,23,1,1,2,BX04,BSX04,0,0,NP,1
1,0501,0509,24,1,3,2,BAX05,BSX05,32,31,1,5
3,0501,0509,24,3,1,2,BX01,BGX01,,,NP,1
1,0502,0507,24,1,1,2,T1,BS55,33,,NP,1
1,0502,0560,24,1,1,2,BX02,BSX02,35,,NP,1
3,0502,0509,24,3,3,2,BAX09,BGX09,16,15,1,5
3,0502,0509,24,3,1,2,BX01,BGX01,,,NP,1
1,0503,0507,24,1,1,2,T1,BS55,33,,NP,1
3,0503,0502,24,3,1,2,BX01,BGX01,,,NP,1
3,0503,0509,24,3,3,2,BAX09,BGX09,16,15,1,5
1,0504,0559,24,1,1,2,T2,BS56,32,,NP,1
3,0504,0502,24,3,1,2,BX01,BGX01,,,NP,1
3,0504,0507,24,3,1,2,T1,BG55,,,NP,1
1,0505,0502,24,1,1,2,BX02,BSX02,34,,NP,1
1,0505,0507,24,1,3,1,BAX03,BSX03,33,30,3,2
1,0506,0560,24,1,1,2,BX02,BSX02,35,,NP,1
3,0506,0505,24,3,3,2,BAX07,BGX07,16,14,2,3
3,0506,0509,24,3,1,2,BX01,BGX01,,,NP,1
1,0507,0559,24,1,1,2,T2,BS56,32,,NP,1
1,0507,0560,24,1,1,2,BX02,BSX02,35,,NP,1
1,0508,0507,24,1,1,2,T1,BS55,33,,NP,1
1,0508,0509,24,1,1,2,BX02,BSX02,30,,NP,1
1,0508,0559,24,1,1,2,T2,BS56,32,,NP,1
1,0509,0505,24,1,3,2,BAX01,BSX01,42,37,5,3
1,0509,0509,24,1,1,2,BX02,BSX02,30,,NP,1
1,0509,0559,24,1,1,2,T2,BS56,32,,NP,1
3,0509,0507,24,3,3,1,BAX08,BGX08,14,15,NP,2
3,0509,0509,24,3,3,2,BAX09,BGX09,16,15,1,5
3,0509,0509,24,3,1,2,BX01,BGX01,,,NP,1
2,0559,0507,24,2,3,1,BAX04,BTX04,40,41,NP,2
3,0559,0509,24,3,3,2,BAX09,BGX09,16,15,1,5
3,0559,0560,24,3,1,2,BX01,BGX01,,,NP,1
1,0560,0505,24,1,3,2,BAX01,BSX01,42,37,5,3
3,0560,0507,24,3,1,2,T1,BG55,,,NP,1
3,0560,0509,24,3,3,2,BAX09,BGX09,16,15,1,5
3,0561,0507,24,3,3,1,BAX08,BGX08,14,15,NP,2
2,0563,0507,24,2,3,1,BAX04,BTX04,40,41,NP,2
2,0563,0509,24,2,3,2,BAX06,BTX06,39,43,NP,5
3,0563,0559,24,3,1,2,T2,BG56,,,NP,1
1,0901,2805,24,1,1,2,TP1,BS55,32,26,6,1
1,0903,2805,24,1,1,2,TP1,BS55,32,26,6,1
2,2805,2805,24,2,1,2,TP1,BG55,0,0,NP,1
1,A340,1634,24,1,1,2,TP1,BS55,0,0,NP,1
1,A350,1634,24,1,1,2,TP1,BS55,0,0,NP,1
2,A350,1634,24,2,1,1,BX01,BGX01,0,0,NP,1
3,1002,1002,25,3,1,1,BX02,BGX02,0,0,NP,2
1,1003,1003,25,1,1,2,TP1,BS55,0,0,NP,2
2,1003,1003,25,2,1,2,TP1,BG55,0,0,NP,2
1,0504,0504,28,1,1,2,BA4,BS01,31,14,17,1
1,0805,0805,28,1,3,2,BA508,BS305,30,23,7,1
2,0805,0805,28,2,3,2,BA505,BG302,18,17,1,1
2,0805,0805,28,2,3,1,BAX07,BGX01,18,17,1,1
1,0902,0903,28,1,1,1,A11A03,BS05A03,30,21,9,1
1,0113,0119,26,1,1,2,B06,BS06,29,17,12,1
1,0113,0122,26,1,1,1,B4,BS04,25,14,11,1
1,0114,0114,26,1,1,1,B05,BS05,22,13,9,1
1,0114,0119,26,1,1,2,B06,BS06,29,17,12,1
1,0114,0120,26,1,1,2,B1,BS01,23,14,9,1
2,0114,0117,26,2,2,2,BAX01,BGX01,17,14,3,3
1,0115,0115,26,1,1,2,B7,BS07,22,13,9,1
1,0115,0120,26,1,1,2,B1,BS01,23,14,9,1
1,0116,0120,26,1,1,2,B1,BS01,23,14,9,1
1,0119,0115,26,1,1,2,B7,BS07,22,13,9,1
1,0119,0119,26,1,1,2,B06,BS06,29,17,12,1
1,0121,0115,26,1,1,2,B7,BS07,22,13,9,1
1,0121,0118,26,1,1,1,B2,BS02,28,16,12,1
1,0123,0123,26,1,1,1,B3,BS03,24,14,10,1
1,0159,0120,26,1,1,2,B1,BS01,23,14,9,1
1,0213,0215,26,1,1,2,B4A,BS04,25,15,10,1
1,0213,0219,26,1,1,1,B7,BS07,24,13,11,1
1,0213,0222,26,1,1,7,B5,BS05,24,11,13,1
2,0213,0215,26,2,1,7,B4,BG04,22,13,9,1
2,0213,0218,26,2,1,2,B13,BG13,26,15,11,1
2,0213,0222,26,2,1,7,B12,BG12,24,15,9,1
2,0213,0259,26,2,1,7,B24,BG24,,,NP,1
3,0213,0216,26,3,1,1,B15,BG15,,,NP,1
3,0213,0223,26,3,3,2,BAX04,BGX04,20,16,4,2
1,0214,0213,26,1,1,2,B1,BS01,29,14,15,1
1,0214,0219,26,1,1,1,B7,BS07,24,13,11,1
2,0214,0220,26,2,1,6,B10,BG10,23,13,10,1
2,0214,0259,26,2,1,7,B24,BG24,,,NP,1
3,0214,0214,26,3,1,2,B17,BG17,,,NP,1
3,0214,0223,26,3,3,2,BAX04,BGX04,20,16,4,2
1,0215,0215,26,1,1,2,B4,BS04,30,14,16,1
1,0215,0219,26,1,1,1,B7,BS07,24,13,11,1
1,0215,0222,26,1,1,7,B5,BS05,24,11,13,1
2,0215,0219,26,2,1,2,B14,BG14,25,13,12,1
2,0215,0224,26,2,1,7,B9,BG09,24,15,9,1
1,0216,0215,26,1,1,2,B4A,BS04,25,15,10,1
1,0216,0220,26,1,1,1,B3,BS03,27,14,13,1
2,0216,0213,26,2,1,7,B8,BG08,25,14,11,1
2,0216,0218,26,2,1,2,B13,BG13,26,15,11,1
2,0216,0218,26,2,1,7,B13,BG13,24,14,10,1
2,0216,0222,26,2,1,7,B12,BG12,24,15,9,1
1,0217,0215,26,1,1,2,B4A,BS04,25,15,10,1
1,0217,0219,26,1,1,7,B7,BS07,24,13,11,1
2,0217,0215,26,2,1,2,B4,BG04,23,14,9,1
2,0217,0215,26,2,1,7,B4,BG04,22,13,9,1
2,0217,0220,26,2,1,1,B10,BG10,24,12,12,1
2,0217,0220,26,2,1,6,B10,BG10,23,13,10,1
1,0218,0222,26,1,1,2,B5,BS05,18,14,4,1
1,0218,0259,26,1,1,7,B24,BS23,26,13,13,1
2,0218,0215,26,2,1,2,B4,BG04,23,14,9,1
2,0218,0219,26,2,1,7,B14,BG14,28,13,15,1
1,0219,0218,26,1,1,7,B6,BS06,23,13,10,1
1,0219,0222,26,1,1,2,B5,BS05,18,14,4,1
2,0219,0213,26,2,1,2,B8,BG08,26,15,11,1
2,0219,0224,26,2,1,7,B9,BG09,24,15,9,1
1,0220,0222,26,1,1,2,B5,BS05,18,14,4,1
1,0220,0259,26,1,1,2,B24,BS23,25,12,13,1
2,0220,0213,26,2,1,7,B8,BG08,25,14,11,1
2,0220,0215,26,2,1,7,B4,BG04,22,13,9,1
1,0221,0218,26,1,1,7,B6,BS06,23,13,10,1
1,0221,0219,26,1,1,2,B7,BS07,24,13,11,1
1,0221,0259,26,1,1,7,B24,BS23,26,13,13,1
2,0221,0218,26,2,1,2,B13,BG13,26,15,11,1
2,0221,0224,26,2,1,2,B9,BG09,23,14,9,1
1,0222,0215,26,1,1,2,B4A,BS04,25,15,10,1
1,0222,0219,26,1,1,1,B7,BS07,24,13,11,1
1,0222,0220,26,1,1,6,B3,BS03,20,16,4,1
1,0222,0222,26,1,1,2,B5,BS05,18,14,4,1
1,0222,0222,26,1,1,7,B5,BS05,24,11,13,1
1,0222,0259,26,1,1,2,B24,BS23,25,12,13,1
2,0222,0213,26,2,1,7,B8,BG08,25,14,11,1
2,0222,0219,26,2,1,2,B14,BG14,25,13,12,1
3,0222,0216,26,3,1,1,B15,BG15,,,NP,1
2,0223,0222,26,2,1,7,B12,BG12,24,15,9,1
2,0223,0259,26,2,1,2,B24,BG24,,,NP,1
1,0224,0224,26,1,3,2,BAX06,BSX06,27,14,13,2
3,0224,0214,26,3,1,2,B17,BG17,,,NP,1
3,0224,0216,26,3,1,6,B15,BG15,,,NP,1
2,0259,0213,26,2,1,2,B8,BG08,26,15,11,1
2,0259,0219,26,2,1,7,B14,BG14,28,13,15,1
3,0259,0215,26,3,1,7,B16,BG16,,,NP,1
3,0259,0216,26,3,1,1,B15,BG15,,,NP,1
3,0259,0223,26,3,3,2,BAX04,BGX04,20,16,4,2
3,0601,0608,26,3,1,2,TP1,BG01,,,NP,1
1,0602,0601,26,1,1,2,TP3,BS03,22,14,8,1
3,0602,0606,26,3,1,2,TP2,BG03,,,NP,1
1,0603,0601,26,1,1,2,TP3,BS03,22,14,8,1
2,0603,0606,26,2,1,2,TP2,BG04,,,NP,1
2,0605,0608,26,2,1,2,TP1,BG02,,,NP,1
3,0605,0601,26,3,1,2,TP3,BG05,,,NP,1
1,0606,0601,26,1,1,2,TP3,BS03,22,14,8,1
3,0607,0606,26,3,1,2,TP2,BG03,,,NP,1
3,0659,0601,26,3,1,2,TP3,BG05,,,NP,1
3,0901,0903,26,3,1,2,A4,BG07,0,0,NP,1
3,0902,0903,26,3,1,1,A3,BG05,0,0,NP,1
1,0903,0901,26,1,1,1,A5,BS05,27,14,13,1
2,0903,0901,26,2,1,2,A6,BG12,0,0,NP,1
2,0903,0903,26,2,1,1,A3,BG06,0,0,NP,1
3,1010,1010,26,3,1,2,TP1,BG55,0,0,NP,1
2,1013,1013,26,2,1,1,BX01,BGX01,0,0,NP,2
3,4015,4015,26,3,1,2,TP1,BG55,0,0,NP,1
2,7072,7072,26,2,1,2,TP1,BG56,0,0,NP,1
2,7072,7072,26,2,1,1,BX02,BGX02,0,0,NP,1
3,7072,7072,26,3,1,2,TP1,BG55,0,0,NP,1
2,9029,9029,26,2,1,1,BX01,BGX01,0,0,NP,1
3,9030,9030,26,3,1,1,BX03,BGX03,0,0,NP,1
1,A310,1013,26,1,1,2,TP1,BS55,0,0,NP,2
2,A310,1013,26,2,1,1,BX01,BGX01,0,0,NP,2
3,A310,1013,26,3,1,2,TP1,BG55,0,0,NP,2
2,A320,1013,26,2,1,1,BX01,BGX01,0,0,NP,2
3,A340,1013,26,3,1,2,TP1,BG55,0,0,NP,2
2,A350,1013,26,2,1,2,TP1,BG56,0,0,NP,2
3,A350,1013,26,3,1,2,TP1,BG55,0,0,NP,2
3,B310,1012,26,3,1,1,BX02,BGX02,0,0,NP,1
2,B320,1012,26,2,1,2,TP1,BG56,0,0,NP,1
2,B321,1012,26,2,1,1,BX01,BGX01,0,0,NP,1
3,B321,1012,26,3,1,2,TP1,BG55,0,0,NP,1
2,C310,1001,26,2,1,1,BX01,BGX01,0,0,NP,1
1,C320,1001,26,1,1,2,TP1,BS55,0,0,NP,1
2,C330,1001,26,2,1,1,BX01,BGX01,0,0,NP,1
2,C350,1001,26,2,1,2,TP1,BG56,0,0,NP,1
1,C351,1001,26,1,1,2,TP1,BS55,0,0,NP,1
2,D320,1010,26,2,1,2,TP1,BG56,0,0,NP,1
1,D340,1010,26,1,1,1,BX03,BSX03,18,13,5,1
1,D340,1010,26,1,1,2,TP1,BS55,20,13,7,1
1,D350,1010,26,1,1,2,TP1,BS55,20,13,7,1
3,D350,1010,26,3,1,2,TP1,BG55,0,0,NP,1
2,0501,0507,27,2,3,2,BAX04,BGX04,14,16,np,6
2,0502,0501,27,2,1,2,TP4,BG56,,,NP,1
2,0502,0507,27,2,3,2,BAX04,BGX04,14,16,np,6
2,0502,0508,27,2,1,2,TP1,BG62,16,0,16,1
1,0503,0503,27,1,3,1,BAX03,BSX03,17,13,4.,4
2,0503,0508,27,2,1,2,TP1,BG62,16,0,16,1
3,0503,0504,27,3,1,2,BAX08,BGX08,14,18,np,5
2,0504,0507,27,2,1,2,TP3,BG58,,,NP,1
3,0504,0501,27,3,1,1,TP4,BG55,,,NP,1
3,0504,0505,27,3,1,1,TP2,BG59,,,NP,1
3,0505,0507,27,3,1,1,TP3,BG57,15,1,14,1
3,0506,0503,27,3,3,1,BAX09,BGX09,15,18,np,4
3,0506,0507,27,3,3,2,BAX07,BGX07,14,17,np,6
1,0507,0507,27,1,1,3,TP3,BS56,31,16,15,1
2,0507,0507,27,2,3,2,BAX04,BGX04,14,16,np,6
2,0508,0503,27,2,3,1,BAX06,BGX06,15,18,np,4
3,0508,0503,27,3,3,1,BAX09,BGX09,15,18,np,4
2,0509,0504,27,2,1,2,BAX05,BGX05,13,16,NP,5
3,0509,0508,27,3,1,1,TP1,BG61,,,NP,1
2,0559,0504,27,2,1,2,BAX05,BGX05,13,16,NP,5
