LINKED_LAYER_NO,LINKED_SHRP_ID,SHRP_ID,STATE_CODE,LAYER_NO,FIELD_SET,TEST_NO,LOC_NO,CONSTRUCTION_NO,SAMPLE_NO,THREE_PASSING,TWO_PASSING,ONE_AND_HALF_PASSING,ONE_PASSING,THREE_FOURTHS_PASSING,ONE_HALF_PASSING,THREE_EIGHTHS_PASSING,NO_4_PASSING,NO_10_PASSING,NO_40_PASSING,NO_80_PASSING,NO_200_PASSING,HYDRO_02,HYDRO_002,HYDRO_001,GT_2MM,COARSE_SAND,FINE_SAND,SILT,CLAY,COLLOIDS
1,0261,0204,39,1,4,2,BAX04,1,BSX04,100,100,100,100,100,100,99,98,95,89,84,76.59999847,64.80000305,35,,5,6,12,41.59999847,35,
1,0261,0211,39,1,1,2,B6,1,BS06,100,100,100,100,99,97,97,95,91,85,78,71.5,58.90000153,30.5,,9,7,13,41,30.5,
1,0262,0209,39,1,1,2,B5,1,BS05,100,100,100,98,97,96,95,92,89,83,77,70,54.79999924,28.29999924,,11,8,12,40.70000076,28.29999924,
1,0263,0207,39,1,1,1,B7,1,BS07,100,100,100,99,99,98,98,95,92,85,79,71.80000305,56.79999924,28.60000038,,8,7,12,43.90000153,28.60000038,
1,0263,0209,39,1,1,2,B5,1,BS05,100,100,100,98,97,96,95,92,89,83,77,70,54.79999924,28.29999924,,11,8,12,40.70000076,28.29999924,
1,0264,0211,39,1,4,2,BAX06,1,BSX06,100,100,100,100,100,99,98,95,91,84,79,71.19999695,50.09999847,23.5,,9,7,13,47.70000076,23.5,
1,0264,0264,39,1,1,2,B9,1,BS09,100,100,100,99,99,98,97,96,91,87,83,77,70.40000153,32.40000153,,9,2,7,49.09999847,32.40000153,
1,0265,0210,39,1,1,2,B2,1,BS02,100,100,100,99,99,98,98,96,93,87,82,74.69999695,62.70000076,32,,7,6,11,43.59999847,32,
1,0809,0810,39,1,1,2,B4,1,BS04,100,100,100,99,99,98,98,96,92,85,81,76.90000153,60.70000076,25.89999962,,8,7,10,49.59999847,25.89999962,
1,0810,0809,39,1,1,2,B3,1,BS03,100,100,100,100,100,99,99,97,95,90,85,79.80000305,71.69999695,41.90000153,,5,4,11,38.29999924,41.90000153,
1,0901,0902,39,1,3,3,BA16,1,BS16,100,100,100,100,100,100,99,98,96,90,85,77.09999847,59.09999847,30.70000076,,4,6,13,46.40000153,30.70000076,
1,0902,0902,39,1,3,3,BA15,1,BS15,100,100,100,100,100,99,99,97,93,86,80,72.59999847,34,28.89999962,,7,7,13,43.70000076,28.89999962,
1,3013,3013,39,1,1,2,BX02,1,BSX02,100,100,100,100,100,100,100,99,99,97,92,85.80000305,69.09999847,33.70000076,,1,1,10,54.29999924,33.70000076,
1,4031,4031,39,1,1,1,BX04,1,BSX04,100,100,100,100,99,97,96,92,86,76,71,64.80000305,49.79999924,24.79999924,,14,10,11,39.90000153,24.79999924,
1,B411,3801,39,1,1,2,BX01,1,BSX01,100,100,100,91,88,83,80,73,67,60,56,47.5,38.90000153,18.29999924,,33,8,13,28.10000038,18.29999924,
1,B412,3801,39,1,1,2,BX01,1,BSX01,100,100,100,91,88,83,80,73,67,60,56,47.5,38.90000153,18.29999924,,33,8,13,28.10000038,18.29999924,
1,0113,0116,40,1,1,2,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076,22.89999962,13.80000019,,9,26,27,24.5,13.80000019,
1,0113,0122,40,1,1,2,B4,1,BS04,100,100,100,99.80000305,99,98,97,95,91,72,52,38.79999924,23.29999924,13.60000038,,9,18,32,27.5,13.60000038,
1,0113,0123,40,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,97,75,56,45.90000153,25.60000038,17.10000038,,3,28,28,22.79999924,17.10000038,
1,0114,0120,40,1,1,2,B5,1,BS05,100,100,100,100,99.69999695,99,98,97,93,71,53,43.5,23.70000076,15,,7,31,28,19,15,
1,0116,0123,40,1,1,2,B6,1,BS06,100,100,100,100,100,100,100,99,97,75,56,45.90000153,25.60000038,17.10000038,,3,28,28,22.79999924,17.10000038,
1,0117,0114,40,1,1,2,B1,1,BS01,97,97,96,95,94,93,92,89,84,60,42,31,18,9.5,,16,24,27,22.39999962,9.5,
1,0118,0116,40,1,1,2,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076,22.89999962,13.80000019,,9,26,27,24.5,13.80000019,
1,0119,0120,40,1,1,2,B5,1,BS05,100,100,100,100,99.69999695,99,98,97,93,71,53,43.5,23.70000076,15,,7,31,28,19,15,
1,0120,0116,40,1,1,2,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076,22.89999962,13.80000019,,9,26,27,24.5,13.80000019,
1,0123,0116,40,1,1,2,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076,22.89999962,13.80000019,,9,26,27,24.5,13.80000019,
1,0160,0116,40,1,1,2,B2,1,BS02,100,100,100,99,99,98,97,95,91,75,57,45.20000076,22.89999962,13.80000019,,9,26,27,24.5,13.80000019,
1,0503,0502,40,1,1,1,BA3,1,BS03,100,100,100,100,100,100,100,100,98,75,58,47,33.59999847,23.10000038,,2,26,28,21.39999962,23.10000038,
1,0507,0504,40,1,1,1,BA5,1,BS05,100,100,97,95,94,92,91,87,79,49,34,25,20.60000038,13.19999981,,21,27,23,15.80000019,13.19999981,
1,0560,0504,40,1,1,1,BA5,1,BS05,100,100,97,95,94,92,91,87,79,49,34,25,20.60000038,13.19999981,,21,27,23,15.80000019,13.19999981,
1,0601,0601,40,1,1,1,TP1,1,BS55,100,100,100,100,100,100,100,100,98,97,93,90,56.5,38.90000153,36,2.299999952,0.899999976,7,51.70000076,38.90000153,36
1,0601,0604,40,1,1,1,TP2,1,BS56,100,100,100,100,100,100,100,100,99,98,96,94,68,45,43,0.600000024,1.299999952,4,49.20000076,45,43.09999847
1,0601,0604,40,1,4,2,BAX03,4,BSX03,100,100,100,100,100,100,100,100,99,97,82,74.59999847,48.09999847,29.10000038,,1,2,22,45.5,29.10000038,
2,0603,0603,40,2,4,2,BAX02,5,BGX02,100,100,100,100,100,100,100,100,100,98,47,16.29999924,3.299999952,2.5,,0,2,82,13.80000019,2.5,
1,0605,0604,40,1,4,2,BAX03,4,BSX03,100,100,100,100,100,100,100,100,99,97,82,74.59999847,48.09999847,29.10000038,,1,2,22,45.5,29.10000038,
2,0605,0604,40,2,4,2,BAX03,4,BGX03,100,100,100,100,100,100,100,100,100,97,63,27,3.599999905,2.5,,0,3,70,24.5,2.5,
1,0606,0604,40,1,1,1,TP2,1,BS56,100,100,100,100,100,100,100,100,99,98,96,94,68,45,43,0.600000024,1.299999952,4,49.20000076,45,43.09999847
1,0607,0604,40,1,4,2,BAX03,4,BSX03,100,100,100,100,100,100,100,100,99,97,82,74.59999847,48.09999847,29.10000038,,1,2,22,45.5,29.10000038,
1,0608,0601,40,1,1,1,TP1,1,BS55,100,100,100,100,100,100,100,100,98,97,93,90,56.5,38.90000153,36,2.299999952,0.899999976,7,51.70000076,38.90000153,36
1,3018,3018,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,99,98,96,87.90000153,64,42.5,0,1,1,10,45.40000153,42.5,0
1,4155,4155,40,1,1,1,BA*,1,BS**,100,100,100,100,100,99,98,96,93,88,82,56.29999924,30,15,0,7,5,32,41.29999924,15,0
1,4166,4166,40,1,1,2,BA*,1,BS**,100,99,99,96,93,90,87,80,74,67,64,59.90000153,52,32,0,26,7,7,27.89999962,32,0
1,7024,7024,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,99,98,97,89,59.59999847,30,20,0,2,1,37,39.59999847,20,0
1,B310,1015,40,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,99,73,14.69999981,9.5,6,0,0,1,84,8.699999809,6,0
1,C310,4088,40,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,100,93,68,49,26,17,,0,7,44,32,17,
1,2002,2002,41,1,1,2,TP1,1,BS93,100,100,100,100,100,100,100,100,100,99,97,95.09999847,51.20000076,7.699999809,4.800000191,0,1,4,87.40000153,7.699999809,4.800000191
1,2002,2002,41,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,99,95,94,91.19999695,53.29999924,12.80000019,9.199999809,10,16,11,50,12.80000019,9.199999809
1,5022,5022,41,1,1,2,BA6,1,BS16,100,100,100,99,99,97,95,88,78,64,57,50.70000076,39.90000153,19.29999924,17.29999924,22,14,13,31.39999962,19.29999924,17.29999924
1,7081,7081,41,1,1,1,BA*,1,BS**,100,96,96,90,85,71,60,43,34,25,20,15.69999981,8.899999619,1,0.200000003,66,9,9,14.69999981,1,0.200000003
1,0605,0603,42,1,3,3,B5,2,BS05,100,100,97,93,88,79,75,63,52,42,38,33.40000153,20.60000038,6.800000191,,48,10,9,26.60000038,6.800000191,
1,0606,0603,42,1,3,3,B5,2,BS05,100,100,97,93,88,79,75,63,52,42,38,33.40000153,20.60000038,6.800000191,,48,10,9,26.60000038,6.800000191,
1,0608,0608,42,1,5,2,BA244,2,BS244,100,100,100,98,96,93,91,85,80,70,57,40.29999924,30.20000076,18.10000038,,20,10,30,22.20000076,18.10000038,
1,1614,1614,42,1,1,1,BX02,2,BSX02,100,100,100,99,96,90,86,78,70,58,47,42.29999924,37.20000076,14.10000038,13.10000038,30,13,15,28.20000076,14.10000038,13.10000038
1,1618,1618,42,1,1,2,TP1,1,BS55,97,86,83,76,70,61,53,39,31,20,18,16.60000038,12,3.900000095,3.200000048,69,12,3,12.60000038,3.900000095,3.200000048
1,1623,1623,42,1,1,2,BX04,1,BSX04,100,100,100,99,97,93,88,81,74,65,46,33.79999924,31.5,24.60000038,23.79999924,26,9,31,9.199999809,24.60000038,23.79999924
1,1691,1691,42,1,1,1,BX04,1,BSX04,97,96,91,86,82,77,71,61,51,34,20,14.39999962,13,8,7.800000191,49,17,19,6.300000191,8,7.800000191
1,3044,3044,42,1,1,1,BX03,1,BSX03,100,100,100,100,99,97,94,87,78,61,31,21.20000076,15.19999981,1.600000024,1.600000024,22,17,39,19.60000038,1.600000024,1.600000024
1,A320,1605,42,1,1,1,BX02,1,BSX02,100,100,100,97,91,83,77,66,55,47,32,27.20000076,25,12.89999962,12.60000038,45,9,20,14.60000038,12.60000038,12.89999962
1,A330,1605,42,1,1,1,BX02,1,BSX02,100,100,100,97,91,83,77,66,55,47,32,27.20000076,25,12.89999962,12.60000038,45,9,20,14.60000038,12.60000038,12.89999962
1,A350,1605,42,1,1,1,BX02,1,BSX02,100,100,100,97,91,83,77,66,55,47,32,27.20000076,25,12.89999962,12.60000038,45,9,20,14.60000038,12.60000038,12.89999962
1,A411,1690,42,1,1,2,BX03,1,BSX03,100,99,99,98,96,93,90,85,77,65,61,59.90000153,23.5,8.800000191,7.900000095,23,12,5,51,8.800000191,7.900000095
1,B351,1597,42,1,1,1,BX02,1,BSX02,100,100,98,88,82,76,71,62,54,43,39,34.79999924,28.79999924,14.30000019,14.30000019,46,11,8,20.5,14.30000019,14.30000019
1,C410,1606,42,1,1,2,BX03,1,BSX03,100,98,97,94,89,85,81,77,73,64,55,50.79999924,50,33.29999924,29.20000076,27,9,13,17.5,33.29999924,29.20000076
1,C411,1606,42,1,1,1,BX04,1,BSX04,100,100,100,99,95,90,86,80,73,63,50,43.70000076,35,22.29999924,19.10000038,27,10,19,21.5,22.29999924,19.10000038
1,0601,0660,46,1,1,1,BA3,1,BS03,100,100,100,100,100,100,100,100,100,99,99,98,51.70000076,17.79999924,13.39999962,,0.100000001,24,79.69999695,4.400000095,13.39999962
1,0601,0660,46,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,100,100,99,99,98,52.20000076,17.20000076,13,,0.5,25,79.80000305,4.199999809,13
1,0602,0602,46,1,1,1,BAX01,1,BSX01,100,100,100,100,100,100,100,100,100,99,99,98.59999847,88.09999847,37.70000076,,0,0,2,60.59999847,37.70000076,
1,0602,0608,46,1,3,2,BAX04,6,BSX04,100,100,100,100,100,100,100,99,99,98,98,94.09999847,63.70000076,19,,1,1,4,75.09999847,19,
1,0603,0603,46,1,1,1,BA4,1,BS04,100,100,100,100,100,100,100,100,100,99,99,99,91.40000153,35.40000153,22.5,,,0.699999988,63.90000153,12.89999962,22.5
1,0604,0604,46,1,3,2,BAX06,4,BSX06,100,100,100,100,100,100,100,99,99,98,98,96.5,85.59999847,37.40000153,,1,1,1,59.09999847,37.40000153,
1,0605,0660,46,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,100,100,99,99,98,52.20000076,17.20000076,13,,0.5,25,79.80000305,4.199999809,13
1,0607,0603,46,1,1,1,BA4,1,BS04,100,100,100,100,100,100,100,100,100,99,99,99,91.40000153,35.40000153,22.5,,,0.699999988,63.90000153,12.89999962,22.5
1,0608,0603,46,1,1,1,BA6,1,BS06,100,100,100,100,100,100,100,100,100,99,99,99,91,35.20000076,22,0.100000001,0.100000001,0.5,64.09999847,13.19999981,22
1,0608,0660,46,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,100,100,99,99,98,52.20000076,17.20000076,13,,0.5,25,79.80000305,4.199999809,13
1,0660,0602,46,1,1,1,BAX01,1,BSX01,100,100,100,100,100,100,100,100,100,99,99,98.59999847,88.09999847,37.70000076,,0,0,2,60.59999847,37.70000076,
1,0660,0603,46,1,1,1,BA6,1,BS06,100,100,100,100,100,100,100,100,100,99,99,99,91,35.20000076,22,0.100000001,0.100000001,0.5,64.09999847,13.19999981,22
1,0660,0603,46,1,1,1,BA4,1,BS04,100,100,100,100,100,100,100,100,100,99,99,99,91.40000153,35.40000153,22.5,,,0.699999988,63.90000153,12.89999962,22.5
1,0660,0604,46,1,3,2,BAX06,4,BSX06,100,100,100,100,100,100,100,99,99,98,98,96.5,85.59999847,37.40000153,,1,1,1,59.09999847,37.40000153,
1,0660,0660,46,1,1,1,BA2,1,BS02,100,100,100,100,100,100,100,100,100,99,99,98,52.20000076,17.20000076,13,,0.5,25,79.80000305,4.199999809,13
1,0661,0608,46,1,3,2,BAX04,6,BSX04,100,100,100,100,100,100,100,99,99,98,98,94.09999847,63.70000076,19,,1,1,4,75.09999847,19,
1,0661,0660,46,1,1,1,BAX07,1,BSX07,100,100,100,100,100,100,100,100,100,99,99,98.19999695,67.80000305,21.5,,0,0,2,76.59999847,21.5,
1,0661,0660,46,1,1,1,BA3,1,BS03,100,100,100,100,100,100,100,100,100,99,99,98,51.70000076,17.79999924,13.39999962,,0.100000001,24,79.69999695,4.400000095,13.39999962
1,0662,0603,46,1,3,2,BAX05,5,BSX05,100,100,100,100,100,100,100,99,99,99,98,97.19999695,81.90000153,36.40000153,,1,0,2,60.79999924,36.40000153,
1,0803,0803,46,1,1,2,TP2,1,BS02,100,100,100,100,100,100,100,100,100,99,,35,26.70000076,15.89999962,12.39999962,0.100000001,0.800000012,64,19.5,3.5,12.39999962
1,0120,0122,55,1,2,2,BAX14,1,BSX14,100,100,100,99,98,95,93,90,85,64,30,14.39999962,7.800000191,4.199999809,3.599999905,15.10000038,20.89999962,49.59999847,10.19999981,4.199999809,3.599999905
1,0121,0118,55,1,1,1,B3,1,BS03,100,98,92,85,79,71,66,56,49,27,12,6.199999809,2.700000048,1.200000048,,51,24,20,3.799999952,1.200000048,
1,0121,0122,55,1,2,2,BA305,1,BS305,100,100,100,100,99,96,94,91,86,65,29,14.89999962,8.199999809,3.400000095,,14,21,50.09999847,11.5,3.400000095,
1,0121,0122,55,1,2,1,BAX13,1,BSX13,100,100,100,100,100,100,100,100,99,92,47,39.70000076,22.5,9.899999619,8.5,1,7,52.29999924,29.79999924,9.899999619,8.5
1,0123,0119,55,1,1,1,B5,1,BS05,100,95,93,88,84,79,76,70,63,40,17,10.10000038,6.699999809,3.700000048,,37,24,29,7.099999905,3.700000048,
1,0124,0118,55,1,1,1,B3,1,BS03,100,98,92,85,79,71,66,56,49,27,12,6.199999809,2.700000048,1.200000048,,51,24,20,3.799999952,1.200000048,
1,0124,0122,55,1,2,1,BAX13,1,BSX13,100,100,100,100,100,100,100,100,99,92,47,39.70000076,22.5,9.899999619,8.5,1,7,52.29999924,29.79999924,9.899999619,8.5
1,0214,0218,55,1,1,1,B2,1,BS02,100,100,97,95,92,83,78,67,58,32,14,8.5,4.099999905,1.799999952,,42,25,25,6.199999809,1.799999952,
1,0215,0213,55,1,2,2,BA313,1,BS363,100,100,100,100,100,97,94,87,76,53,24,12.80000019,9.5,4,3.200000048,24.5,23,39.70000076,8.800000191,4,3.200000048
2,0219,0217,55,2,1,1,B9,1,BS09,100,95,95,92,88,82,77,69,62,32,14,8.899999619,4.699999809,2.299999952,,38,33,22,5.199999809,2.299999952,
2,0219,0220,55,2,1,1,B10,1,BS10,100,100,97,96,93,85,81,72,65,41,18,10.5,6.199999809,3.5,,35,26,31,4.199999809,3.5,
2,0220,0220,55,2,1,1,B10,1,BS10,100,100,97,96,93,85,81,72,65,41,18,10.5,6.199999809,3.5,,35,26,31,4.199999809,3.5,
2,0221,0221,55,2,2,2,BAX06,1,BSX06,100,100,100,98,97,95,94,91,86,63,18,8.300000191,5.900000095,3.799999952,3.599999905,13.80000019,23.39999962,54.5,4.5,3.799999952,3.599999905
1,A507,1069,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,99,96,94,90.59999847,87,57,0,1,3,5,33.59999847,57,0
1,A507,A509,48,1,1,2,TP1,1,BS01,100,100,100,100,100,100,100,100,97,94,94,91,76,51,45,3.400000095,2.200000048,3,40,51,45
1,A508,A507,48,1,3,1,BAX03,2,BSX03,100,100,100,100,100,99,99,96,95,94,93,89.59999847,77.40000153,58.20000076,,5,1,4,31.39999962,58.20000076,
1,A508,A509,48,1,1,2,TP1,1,BS01,100,100,100,100,100,100,100,100,97,94,94,91,76,51,45,3.400000095,2.200000048,3,40,51,45
1,A509,A507,48,1,3,1,BAX03,2,BSX03,100,100,100,100,100,99,99,96,95,94,93,89.59999847,77.40000153,58.20000076,,5,1,4,31.39999962,58.20000076,
1,A509,A509,48,1,1,2,TP1,1,BS01,100,100,100,100,100,100,100,100,97,94,94,91,76,51,45,3.400000095,2.200000048,3,40,51,45
1,A807,A807,48,1,8,2,BAX02,1,BSX02,100,100,100,98,94,87,82,72,61,50,41,38.09999847,27.89999962,14.60000038,11.80000019,39,11,11.89999962,23.5,14.60000038,11.80000019
1,C420,3589,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,100,93,70,45.70000076,23,13,0,0,7,47,32.70000076,13,0
1,C420,3589,48,1,1,2,BA*,1,BS**,100,100,100,100,100,100,100,100,100,94,66,36.79999924,18,12.39999962,0,0,6,57,24.39999962,12.39999962,0
1,D310,2172,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,88,82,70,36.90000153,24.5,14.39999962,0,12,6,45,22.5,14.39999962,0
1,E310,1183,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,97,92,90,85,68.30000305,37.5,24.70000076,0,8,2,22,43.59999847,24.70000076,0
1,E330,1183,48,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,98,98,96,87,58.29999924,37,24,0,2,2,38,34.29999924,24,0
1,E350,1183,48,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,98,98,96,87,58.29999924,37,24,0,2,2,38,34.29999924,24,0
1,F340,3579,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,100,95,91,84,59.90000153,41.29999924,35.79999924,34.79999924,5,4,31,24.20000076,35.79999924,34.79999924
1,I330,3559,48,1,1,1,BA*,1,BS**,100,100,100,99,98,98,97,97,93,69,47,35.40000153,22,12,,7,24,34,23.39999962,12,
1,I350,3559,48,1,1,1,BA*,1,BS**,100,100,100,99,98,98,97,97,93,69,47,35.40000153,22,12,,7,24,34,23.39999962,12,
1,J340,1122,48,1,1,2,TP1,1,BS55,100,100,100,100,100,100,99,99,98,72,46,32.09999847,26.29999924,24.5,0,2,26,40,7.599999905,24.5,0
1,K310,9005,48,1,1,1,BA*,1,BS**,94,94,93,92,91,89,89,88,87,84,82,77.09999847,62,42.20000076,0,13,3,7,34.90000153,42.20000076,0
1,M310,3749,48,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,99,95,76,49.40000153,27.5,10,0,1,4,46,39.40000153,10,0
1,M340,3749,48,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,99,99,95,76,49.40000153,27.5,10,0,1,4,46,39.40000153,10,0
1,N310,3739,48,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,99,68,4.300000191,3,3,0,0,0,96,1.299999952,3,0
1,N340,3739,48,1,1,1,BA*,1,BS**,100,100,100,100,100,100,100,99,99,98,72,6.199999809,4.300000191,4.300000191,0,1,1,92,1.899999976,4.300000191,0
1,Q350,3865,48,1,1,1,BA*,1,BS**,100,99,98,96,93,89,85,77,68,57,53,46.5,34,15.39999962,0,32,11,11,31.10000038,15.39999962,0
1,Q353,3865,48,1,1,2,BA*,1,BS**,100,100,100,99,99,98,95,90,85,78,74,66.90000153,45,17,0,15,7,11,49.90000153,17,0
1,1001,1001,49,1,1,1,BA*,1,BS**,100,100,100,100,100,100,99,97,96,91,50,14.10000038,7.5,3.900000095,3.099999905,4,5,77,10.19999981,3.900000095,3.099999905
1,1008,1008,49,1,1,2,TP1,1,BS92,100,100,98,98,96,94,93,90,85,78,72,60.20000076,33.09999847,19.89999962,17.39999962,15,7,18,40.29999924,19.89999962,17.39999962
1,1017,1017,49,1,1,2,TP1,2,BS93,100,100,98,96,91,80,73,60,55,43,30,20,13.5,7.800000191,6.699999809,45,12,23,12.19999981,7.800000191,6.699999809
2,1017,1017,49,2,1,2,TP1,2,BG92,100,100,99,97,95,91,89,82,69,48,34,23.70000076,17.5,10,8.699999809,31,21,24,13.69999981,10,8.699999809
1,7082,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61,13,8,13.80000019,4.099999905,3
1,A320,1004,49,1,1,1,BA*,1,BS**,100,100,100,99,97,93,89,79,67,51,38,26,12.60000038,4.400000095,2.799999952,33,16,25,21.60000038,4.400000095,2.799999952
1,A351,1004,49,1,1,1,BA*,1,BS**,100,100,100,99,97,93,89,79,67,51,38,26,12.60000038,4.400000095,2.799999952,33,16,25,21.60000038,4.400000095,2.799999952
2,B320,1017,49,2,1,2,TP1,2,BG92,100,100,99,97,95,91,89,82,69,48,34,23.70000076,17.5,10,8.699999809,31,21,24,13.69999981,10,8.699999809
2,B330,1017,49,2,1,2,TP1,2,BG92,100,100,99,97,95,91,89,82,69,48,34,23.70000076,17.5,10,8.699999809,31,21,24,13.69999981,10,8.699999809
1,B351,1017,49,1,1,2,TP1,2,BS93,100,100,98,96,91,80,73,60,55,43,30,20,13.5,7.800000191,6.699999809,45,12,23,12.19999981,7.800000191,6.699999809
1,B351,1017,49,1,1,1,BA*,2,BS**,100,98,95,85,78,69,63,53,44,30,18,12.19999981,10.5,5.599999905,4.599999905,56,14,18,6.599999905,5.599999905,4.599999905
1,B361,1017,49,1,1,1,BA*,2,BS**,100,98,95,85,78,69,63,53,44,30,18,12.19999981,10.5,5.599999905,4.599999905,56,14,18,6.599999905,5.599999905,4.599999905
1,C310,1006,49,1,1,1,BA*,1,BS**,100,100,100,96,93,85,78,61,47,38,33,29.29999924,22.5,8.300000191,4.099999905,53,9,9,21.29999924,8.300000191,4.099999905
1,C330,1006,49,1,1,2,TP1,1,BS92,100,98,97,94,91,84,78,64,53,45,39,25.89999962,15.30000019,6.800000191,4.400000095,47,8,19,19.10000038,6.800000191,4.400000095
1,C351,1006,49,1,1,2,TP1,1,BS92,100,98,97,94,91,84,78,64,53,45,39,25.89999962,15.30000019,6.800000191,4.400000095,47,8,19,19.10000038,6.800000191,4.400000095
1,C431,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61,12,9,14.69999981,3.5,2.799999952
1,C431,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61,13,8,13.80000019,4.099999905,3
1,C441,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61,12,9,14.69999981,3.5,2.799999952
1,C449,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61,13,8,13.80000019,4.099999905,3
1,C451,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61,13,8,13.80000019,4.099999905,3
1,C454,7082,49,1,1,1,BA1,1,BS01,100,100,98,90,84,74,69,55,39,26,23,17.89999962,11.10000038,4.099999905,3,61,13,8,13.80000019,4.099999905,3
1,C455,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61,12,9,14.69999981,3.5,2.799999952
1,C456,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61,12,9,14.69999981,3.5,2.799999952
1,C457,7082,49,1,1,2,BA4,1,BS03,100,100,99,91,84,72,68,54,39,27,24,18.10000038,9.600000381,3.400000095,2.799999952,61,12,9,14.69999981,3.5,2.799999952
1,D445,7086,49,1,1,2,TP1,1,BS91,100,99,96,89,86,81,76,59,54,49,46,38.40000153,8.699999809,1.100000024,0,45,19,10,24.79999924,1.100000024,0
1,E410,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41,10,11,26.39999962,12,9.800000191
1,E430,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41,10,11,26.39999962,12,9.800000191
1,E440,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41,10,11,26.39999962,12,9.800000191
1,E450,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41,10,11,26.39999962,12,9.800000191
1,E455,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41,10,11,26.39999962,12,9.800000191
1,E458,7085,49,1,1,1,TP1,1,BS91,100,97,94,90,85,79,72,55,47,36,31,25.89999962,26.70000076,12,9.800000191,41,10,11,26.39999962,12,9.800000191
1,0115,0117,51,1,2,2,BAX14,2,BSX14,100,100,100,100,100,99,98,96,92,86,75,52.90000153,34.79999924,19.79999924,,8,6,33,33.09999847,19.79999924,
1,0123,0124,51,1,1,2,B4,1,BS04,100,100,100,100,100,99,99,97,91,70,55,31.29999924,15.60000038,5,,9,19,39,27.60000038,5,
1,1023,1023,51,1,1,1,BX02,1,BSX02,100,100,100,100,100,100,100,99,98,98,98,97.59999847,31.20000076,26.29999924,25.39999962,2,0,0,71.30000305,26.29999924,25.39999962
1,1419,1419,51,1,1,1,BX01,2,BSX01,95,92,90,88,86,82,79,74,69,61,57,53.40000153,45.59999847,22.70000076,22.39999962,31,8,8,30.70000076,22.70000076,22.39999962
1,1464,1464,51,1,1,2,TP1,1,BS55,100,100,100,100,100,100,100,100,100,95,79,58.59999847,40,24.39999962,21.5,0,5,36,34.09999847,24.39999962,21.5
1,A321,1023,51,1,1,1,BX02,1,BSX02,100,100,100,100,100,100,100,99,98,98,98,97.59999847,31.20000076,26.29999924,25.39999962,2,0,0,71.30000305,26.29999924,25.39999962
